left_candidate_id	right_candidate_id	left_binomial	right_binomial	same_binomial	left_material_key	right_material_key	jaccard	classification
0de0accd36af9193	3e10267861bb14ef	Glycine max	Glycine max	True	zhangchunmancangjin	yudouno22	0.81041824	related
0de0accd36af9193	3eb46282b0082eb1	Glycine max	Glycine max	True	zhangchunmancangjin	wm82	0.85432362	related
0de0accd36af9193	40ba57c2e078fb9d	Glycine max	Glycine max	True	zhangchunmancangjin	glymaleev20	0.86120225	related
0de0accd36af9193	42e6902fc05e0c1a	Glycine max	Glycine max	True	zhangchunmancangjin	yundou1	0.82705438	related
0de0accd36af9193	473d96afd6793658	Glycine max	Glycine max	True	zhangchunmancangjin	whfsgmjy10	0.86817640	related
0de0accd36af9193	484ac27242746eae	Glycine max	Glycine max	True	zhangchunmancangjin	zh13	0.83600394	related
0de0accd36af9193	4c64ec3551a311a5	Glycine max	Glycine max	True	zhangchunmancangjin	fiskebyiii	0.82659750	related
0de0accd36af9193	5844dd514643bfc4	Glycine max	Glycine max	True	zhangchunmancangjin	fiskebyiii	0.82659750	related
0de0accd36af9193	5f25bd9cfe3467d5	Glycine max	Glycine max	True	zhangchunmancangjin	qihuangno34	0.80207880	related
0de0accd36af9193	5f7c4f84932c68e5	Glycine max	Glycine max	True	zhangchunmancangjin	wm82	0.86568104	related
0de0accd36af9193	60946b7f75fef429	Glycine max	Glycine max	True	zhangchunmancangjin	gmaxzh13v20	0.82992596	related
0de0accd36af9193	65cb087a2c0df3b2	Glycine max	Glycine max	True	zhangchunmancangjin	tianlong1	0.83832118	related
0de0accd36af9193	667ae3303395f049	Glycine max	Glycine max	True	zhangchunmancangjin	jidouno17	0.83404677	related
0de0accd36af9193	6d05c41e960f6f2d	Glycine max	Glycine max	True	zhangchunmancangjin	wm82	0.85432362	related
0de0accd36af9193	6d38dcb5c92d95c2	Glycine max	Glycine max	True	zhangchunmancangjin	wm82njau	0.86158154	related
0de0accd36af9193	6e568fc7addcdb8c	Glycine max	Glycine max	True	zhangchunmancangjin	zh13	0.82991485	related
0de0accd36af9193	716e480d13e4dbdc	Glycine max	Glycine max	True	zhangchunmancangjin	glycinemaxv40	0.85791542	related
0de0accd36af9193	738786ee98895b23	Glycine max	Glycine max	True	zhangchunmancangjin	v10	0.85437821	related
0de0accd36af9193	740dfddc17e524d3	Glycine max	Glycine max	True	zhangchunmancangjin	pi594527platinumchromosomesfasta	0.82210088	related
0de0accd36af9193	75250b112de08448	Glycine max	Glycine max	True	zhangchunmancangjin	wm82	0.85367285	related
0de0accd36af9193	7cbd110bc3a62d6c	Glycine max	Glycine max	True	zhangchunmancangjin	whfsgmhf2510	0.86275770	related
0de0accd36af9193	82ce90eea621c1cb	Glycine max	Glycine max	True	zhangchunmancangjin	hwangkeum	0.83970491	related
0de0accd36af9193	838679e55c2d0890	Glycine max	Glycine max	True	zhangchunmancangjin	lee	0.86699352	related
0de0accd36af9193	84b734e351285496	Glycine max	Glycine max	True	zhangchunmancangjin	zh13	0.83298396	related
0de0accd36af9193	871fd28ea67a2de5	Glycine max	Glycine max	True	zhangchunmancangjin	whfsgmw8210	0.86423823	related
0de0accd36af9193	887fc38a30f65f36	Glycine max	Glycine max	True	zhangchunmancangjin	fengdihuang	0.86543525	related
0de0accd36af9193	8948693e7614b9a0	Glycine max	Glycine max	True	zhangchunmancangjin	amsoy	0.81314815	related
0de0accd36af9193	897c7e04cd83ff6e	Glycine max	Glycine max	True	zhangchunmancangjin	v11	0.85447771	related
0de0accd36af9193	8c21e283eca8cf3b	Glycine max	Glycine max	True	zhangchunmancangjin	heiheno43	0.83239414	related
0de0accd36af9193	9065b12aa8b08a62	Glycine max	Glycine max	True	zhangchunmancangjin	asm4080195v1	0.83447896	related
0de0accd36af9193	91ea3a5d896e6648	Glycine max	Glycine max	True	zhangchunmancangjin	glycinemaxv20	0.85392246	related
0de0accd36af9193	96468b4838f74d0d	Glycine max	Glycine max	True	zhangchunmancangjin	enrei	0.82521784	related
0de0accd36af9193	98cf7f6c3f3626e4	Glycine max	Glycine max	True	zhangchunmancangjin	zh13iga1005	0.83611905	related
0de0accd36af9193	a1031c671efeadfc	Glycine max	Glycine max	True	zhangchunmancangjin	shishengchangye	0.83598344	related
0de0accd36af9193	a5e485b56aa79b8f	Glycine max	Glycine max	True	zhangchunmancangjin	whfsgmzh3510	0.81845630	related
0de0accd36af9193	a8412af2ff4cd5ed	Glycine max	Glycine max	True	zhangchunmancangjin	handouno5	0.82288428	related
0de0accd36af9193	aacea7c6039184ef	Glycine max	Glycine max	True	zhangchunmancangjin	wenfeng7iga1001	0.82112020	related
0de0accd36af9193	ae8f30e37611692d	Glycine max	Glycine max	True	zhangchunmancangjin	tiefengno18	0.83138499	related
0de0accd36af9193	b503a63d15d33fea	Glycine max	Glycine max	True	zhangchunmancangjin	juxuanno23	0.81609027	related
0de0accd36af9193	b659b2f851a1f246	Glycine max	Glycine max	True	zhangchunmancangjin	embgmbrs53710	0.82165841	related
0de0accd36af9193	bb5dcc92012e8623	Glycine max	Glycine max	True	zhangchunmancangjin	tongshantianedan	0.80819845	related
0de0accd36af9193	c54fb54176965d99	Glycine max	Glycine max	True	zhangchunmancangjin	wm82	0.85765334	related
0de0accd36af9193	ca6a965855822565	Glycine max	Glycine max	True	zhangchunmancangjin	asm2211499v1	0.83628331	related
0de0accd36af9193	d1dc3503d3fab1b3	Glycine max	Glycine max	True	zhangchunmancangjin	glymalee	0.86123351	related
0de0accd36af9193	d4ed1350b181bf96	Glycine max	Glycine max	True	zhangchunmancangjin	58161	0.82136563	related
0de0accd36af9193	d743659d2310fe55	Glycine max	Glycine max	True	zhangchunmancangjin	pi548362	0.85717392	related
0de0accd36af9193	d7abe2eb0f698c46	Glycine max	Glycine max	True	zhangchunmancangjin	jd17	0.84218492	related
0de0accd36af9193	d8e304252bf5b6c7	Glycine max	Glycine max	True	zhangchunmancangjin	zh35iga1004	0.81845630	related
0de0accd36af9193	d9e3d4cd719a05e5	Glycine max	Glycine max	True	zhangchunmancangjin	hefeng25iga1002	0.86275770	related
0de0accd36af9193	da2190d8185c2216	Glycine max	Glycine max	True	zhangchunmancangjin	jindouno23	0.80663487	related
0de0accd36af9193	dea07cd7cbf98e50	Glycine max	Glycine max	True	zhangchunmancangjin	gmaxzh13	0.83298614	related
0de0accd36af9193	e75b0684f432e271	Glycine max	Glycine max	True	zhangchunmancangjin	wandouno28	0.80886793	related
0de0accd36af9193	e7e022605327ebb2	Glycine max	Glycine max	True	zhangchunmancangjin	tiejiasilihuang	0.85978216	related
0de0accd36af9193	e8cbc86c9a41df2f	Glycine max	Glycine max	True	zhangchunmancangjin	huaxia3iga1007	0.82920118	related
0de0accd36af9193	eac340c47f32c565	Glycine max	Glycine max	True	zhangchunmancangjin	asm5677679v1	0.82425653	related
0de0accd36af9193	f0ec01b9e4056bfc	Glycine max	Glycine max	True	zhangchunmancangjin	wm82iga1008	0.86423823	related
0de0accd36af9193	f23ce0d142345d64	Glycine max	Glycine max	True	zhangchunmancangjin	keshanno1	0.83636364	related
0de0accd36af9193	fca2e8d89b64453f	Glycine max	Glycine max	True	zhangchunmancangjin	whfsgmhx310	0.82920118	related
0df156cb56003e79	171869ade9f5b76e	Glycine max	Glycine max	True	whfsgmwf710	jinyuaniga1006	0.84877116	related
0df156cb56003e79	18614e22cfd1167a	Glycine max	Glycine max	True	whfsgmwf710	glycinemaxv21	0.82451733	related
0df156cb56003e79	1be2867072344ebf	Glycine max	Glycine max	True	whfsgmwf710	gmbrs537a1v2	0.81450557	related
0df156cb56003e79	2206735389f8037c	Glycine max	Glycine max	True	whfsgmwf710	gmaxgtjackrs1	0.83706049	related
0df156cb56003e79	2c2bfa188a2ecbed	Glycine max	Glycine max	True	whfsgmwf710	wm82	0.82610042	related
0df156cb56003e79	355a2916e13df156	Glycine max	Glycine max	True	whfsgmwf710	lee	0.82729516	related
0df156cb56003e79	384c291022a64cb6	Glycine max	Glycine max	True	whfsgmwf710	whfsgmzh1310	0.84156139	related
0df156cb56003e79	3a6e64fc6de3d765	Glycine max	Glycine max	True	whfsgmwf710	enreiv330	0.81594580	related
0df156cb56003e79	3b5c89322ad7aa01	Glycine max	Glycine max	True	whfsgmwf710	lee	0.82729516	related
0df156cb56003e79	3e10267861bb14ef	Glycine max	Glycine max	True	whfsgmwf710	yudouno22	0.83436424	related
0df156cb56003e79	3eb46282b0082eb1	Glycine max	Glycine max	True	whfsgmwf710	wm82	0.82498152	related
0df156cb56003e79	40ba57c2e078fb9d	Glycine max	Glycine max	True	whfsgmwf710	glymaleev20	0.82726353	related
