annotation_id	source_kind	relative_path	member_name	source	material	annotation_role	is_primary_gene_model	paired_genome_ids	format	feature_count	gene_count	transcript_count	cds_count	exon_count	duplicate_gene_id_count	malformed_line_count	invalid_coordinate_count	file_sha256	status
0977ba8450f99038	file	soyomics/Ji_Dou_No.17/repeat/SoyC11.repeat.gff3.gz	.	soyomics	soyomics|Ji_Dou_No.17	repeat	False	ea8540c33ae9e337	UNKNOWN	928144	0	0	0	0	0	0	0	54f1c60e022e7fc455e004d3ff0163cabb9150f3f047af57b79b73ff750d7ea5	PASS
0aeb5be51a2a3037	file	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1.ann1.BS5K/gff3/medsa.RegenSY27x.gnm1.ann1.BS5K.noncoding.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Medicago|sativa|RegenSY27x.gnm1	noncoding	False	2190c3d385555d34	GFF3	2291	1094	924	3	270	0	0	0	13c87d5a1efd93b39cf568f1a96bd94ebe6cc8e52de3aa409552e64eed360035	PASS
0b3c9029e99ba68f	file	legume_family/legumeinfo/Medicago/truncatula/A17.gnm5.ann1_6.L2RX/repeat/medtr.A17.gnm5.ann1_6.L2RX.repeats.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Medicago|truncatula|A17.gnm5	repeat	False	abec76950f46db19	GFF3	390332	0	0	0	0	0	0	0	bca18040c507be4ce74d5c7d894c71095f984decf7c0b972679051db4ded1163	PASS
0bfb926f7117e37d	file	soyomics/Shi_Sheng_Chang_Ye/repeat/SoyL09.repeat.gff3.gz	.	soyomics	soyomics|Shi_Sheng_Chang_Ye	repeat	False	ada35111938e8946	UNKNOWN	940184	0	0	0	0	0	0	0	f49c949f1094ba2788e5690ea8a43a1dc4b7ceaeb6c3e65c8520980e9288ede6	PASS
0c09937dc2528e18	file	legume_family/ncbi/Vigna_angularis/ASM1680809v1/gff3/GCF_016808095.1_ASM1680809v1_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Vigna_angularis|ASM1680809v1	ncbi_genomic	True	230ff5af852ebb17	GFF3	697920	30804	46994	271193	342413	11	0	0	a00a3d146d2a72bc3a4cac39219c9ac2efe1765cfc5d353207324b9f60fa66d4	PASS
0c319f797c6fb851	file	legumeinfo/TongShanTianEDan.gnm1.ann1.56XW/gff3/glyma.TongShanTianEDan.gnm1.ann1.56XW.gene_models_main.gff3.gz	.	legumeinfo	legumeinfo|TongShanTianEDan.gnm1	gene_models_main	True	bb5dcc92012e8623	GFF3	1242251	55769	81156	451964	495504	0	0	0	a8d889957789b010a2240b6aa6fec8b3612fb3bc02a2364bf482532714057bf2	PASS
0c8bb954ae371eff	file	legume_family/ncbi/Glycine_soja/Glycine_soja_Yongin-0_v1.0/gff3/GCA_048402855.1_Glycine_soja_Yongin-0_v1.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Glycine_soja|Glycine_soja_Yongin-0_v1.0	ncbi_genomic	True	c8dc325fc923ad87	GFF3	1214082	58069	74248	524775	555453	0	0	0	39cdfdf4de08407641478592a83b33bd9035038edb38e7a235d56d5da832547b	PASS
0d5970d42ff92801	file	legume_family/legumeinfo/Glycine/max/UA4805.gnm3.ann1.DTQV/gff3/glyma.UA4805.gnm3.ann1.DTQV.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Glycine|max|UA4805.gnm3	gene_models_main	True	8f9a4aa16c3e8be0	GFF3	1035089	57872	75067	392720	438145	0	0	0	3e5248ac12595ec999ecd45396241b06f3d09bc391b7f4656bcefef9619f8bba	PASS
0d645653946afb67	zip_member	soyod/Tie_Jia_Si_Li_Huang/gff/Tie_Jia_Si_Li_Huang.annotation.zip	Tie_Jia_Si_Li_Huang.annotation.gff	soyod	Tie_Jia_Si_Li_Huang	soyod_gene_models	True	27f698c88acc8914	GFF3	1303391	58496	87324	469808	515331	0	0	0	c3310310dd3e3525d263cbce291a9bc62e8602f51549ffc6f5a8bf3c05d984cf	PASS
0dcaf41bc66de944	file	legumeinfo/Hefeng25_IGA1002.gnm1.ann1.320V/gff3/glyma.Hefeng25_IGA1002.gnm1.ann1.320V.gene_models_main.gff3.gz	.	legumeinfo	legumeinfo|Hefeng25_IGA1002.gnm1	gene_models_main	True	d9e3d4cd719a05e5	GFF3	436927	58102	58102	285475	0	0	0	0	bf386424ad62ff4037c6f39216740dbb74c440373f594984bd235056f630502f	PASS
0e14428a45521177	file	legume_family/ncbi/Phaseolus_vulgaris/P._vulgaris_v2.0/gff3/GCF_000499845.2_P._vulgaris_v2.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Phaseolus_vulgaris|P._vulgaris_v2.0	ncbi_genomic	True	195fb29e3840d61b	GFF3	664493	32760	45654	258596	320941	7	0	0	0ea557ff0696f471371dc9686c31fec918fc84348f79966586a5e0cd226b5818	PASS
0e4d0fbd5383b548	file	soyomics/PI_578357/ncrna/SoyW03.ncRNA.gff3.gz	.	soyomics	soyomics|PI_578357	noncoding	False	70a613d02d05dac6	GFF3	9676	4340	0	0	0	0	24	0	b245f6a66a61aadb9376b15d800655bff4ba816d3df8722db4e199a07981a829	PASS
0f08978f83582868	file	legume_family/legumeinfo/Phaseolus/lunatus/G27455.gnm1.7NXX/gff3/phalu.G27455.gnm1.7NXX.gcv_genome.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Phaseolus|lunatus|G27455.gnm1	gcv_genome	False	d026195011912245	GFF3	313	0	0	0	0	0	0	0	885de8bf260db625c4e26ee74e2368c86ffa9bfe03e8d00307f8aeffa59d7490	PASS
0f4cdcd0a802beff	file	legume_family/legumeinfo/Vigna/angularis/Shumari.gnm1.ann1.8BRS/functional_iprscan/vigan.Shumari.gnm1.ann1.8BRS.iprscan.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Vigna|angularis|Shumari.gnm1	functional_iprscan	False	6ad3d7c855c721ce	GFF3	206676	0	0	0	0	0	0	0	46eec4c5eb979fc158a12619f34a3a83a085bb7b69185334bde07f56ae1b4971	PASS
0f6a5f5dfa1a59d4	zip_member	soyod/Yesheng71_T2T/gff/Yesheng71.annotation.zip	Yesheng71_T2T.annotation.gff	soyod	Yesheng71_T2T	soyod_gene_models	True	58846353edbf3856	GFF3	1121090	58583	73146	401340	437501	0	0	0	19edd85c50924e7016b1b2d0b33da8454bef1aca9145dfc59a40691c5b4c7fa3	PASS
0ff6ab7e0a0c22c7	file	legumeinfo/KeShanNo_1.gnm1.ann1.2YX4/gff3/glyma.KeShanNo_1.gnm1.ann1.2YX4.gene_models_main.gff3.gz	.	legumeinfo	legumeinfo|KeShanNo_1.gnm1	gene_models_main	True	f23ce0d142345d64	GFF3	1208461	55267	79125	440308	481986	0	0	0	d0d95724defa8492d7594f574a41cd756a0a19c2472d2a2c82cc73b5d342cada	PASS
0ff7e5d518319f72	file	legume_family/ncbi/Vigna_unguiculata/ASM395868v2/gff3/GCA_003958685.2_ASM395868v2_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Vigna_unguiculata|ASM395868v2	ncbi_genomic	True	7efb61008671695f	GFF3	449223	40574	40574	184032	184032	0	0	0	d095884134fad8219b462df72d1876103ae6cc0e03f149d2d46e27b2162dde6c	PASS
10aa18971bb1e701	file	legume_family/ncbi/Glycine_soja/WHFS_GsojaF_1.0/gff3/GCA_014282345.1_WHFS_GsojaF_1.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Glycine_soja|WHFS_GsojaF_1.0	ncbi_genomic	True	613e5d02eee44955	GFF3	692241	57501	57501	283308	293611	0	0	0	30bd7faa1119369f1e86d6faeefb3bc978d2ec049b0a739e88f16e7343d3d841	PASS
10ae34c72cc532f7	file	legume_family/ncbi/Arachis_hypogaea/S83/gff3/GCA_039854485.1_S83_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Arachis_hypogaea|S83	ncbi_genomic	True	a64c7ebfb8b73e90	GFF3	823876	72247	72247	339681	339681	0	0	0	1d0a4fa14fb8ee6180bdd37063ebe95c46483fc75f4204040c14f46955f834f6	PASS
10b55d98f809b4a7	file	legume_family/legumeinfo/Vicia/faba/Tiffany.gnm1.ann1.Y54X/functional_iprscan/vicfa.Tiffany.gnm1.ann1.Y54X.iprscan.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Vicia|faba|Tiffany.gnm1	functional_iprscan	False	ef224fdfcd7f1ba8	GFF3	232910	0	0	0	0	0	0	0	bc32eec86f8c87943d4f12fe8498bb2fc7d4c1d4e876cfcc1fd33a44ce933685	PASS
10d81cd4aa3d7e10	file	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1.ann1.BS5K/gff3/medsa.RegenSY27x.gnm1.ann1.BS5K.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Medicago|sativa|RegenSY27x.gnm1	gene_models_main	True	2190c3d385555d34	GFF3	545042	54342	54342	212158	224200	0	0	0	12a89450be6d6a739d04fcc6f1163f4c2db2d6632c610149aed16e0fa08262ff	PASS
10fad10a24b27f47	file	legume_family/legumeinfo/Glycine/max/UA4805.gnm3.ann1.DTQV/gff3/glyma.UA4805.gnm3.ann1.DTQV.scaffolds.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Glycine|max|UA4805.gnm3	other_annotation	False	8f9a4aa16c3e8be0	GFF3	3044	491	276	934	1015	0	0	0	3677a86e735b40ba633defbd0b9013d977d6c694bd2d915b4b50255f1c480518	PASS
113ec2c5c9d3ed49	file	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1_hap4.ann1.RNH4/gff3/medsa.RegenSY27x.gnm1_hap4.ann1.RNH4.noncoding.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Medicago|sativa|RegenSY27x.gnm1_hap4	noncoding	False	6b3f74e558280caa	GFF3	2370	1126	936	5	303	0	0	0	b6fb150a673c57c85e5132689cbd9c6c378bf78644b6d3176375ef5f55b4a68b	PASS
11694594a6aa16be	file	legume_family/legumeinfo/Cicer/arietinum/ICC4958.gnm2.ann1.LCVX/gff3/cicar.ICC4958.gnm2.ann1.LCVX.gene_function.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Cicer|arietinum|ICC4958.gnm2	other_annotation	False	65686f241f0eecc0	GFF3	395705	30257	30686	152808	155992	0	0	0	a23e28eb9714f9164d98e78b1e800bbc8ba0e8495cefdf81092b4fc70262f922	PASS
119e4965e0483f09	zip_member	soyod/PI548362/gff/PI548362.annotation.zip	PI548362.annotation.gff	soyod	PI548362	soyod_gene_models	True	1be01f5f92a0f04c	GFF3	1326263	56011	85236	485464	530194	0	0	0	c2184b3edfdc82481b0c99ed54443e898dcde09ca2f75d63d53c48f822900251	PASS
11ad1a002c1e5b0c	file	legume_family/legumeinfo/Phaseolus/vulgaris/UI111.gnm1.ann1.8L4N/repeat/phavu.UI111.gnm1.ann1.8L4N.repeatmasked_assembly_v1.0.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Phaseolus|vulgaris|UI111.gnm1	repeat	False	1e3747d1b9b74146;3310417f6099421b;a9c8f2b6edacea6d	GFF3	369089	0	0	0	0	0	0	0	85740e1639fcf893586533e5f704b5d7fdff4f3d2c8ac3b2e8a6452faa1a8213	PASS
11dc390a96b3b1e7	file	legume_family/ncbi/Glycine_max/V1.0/gff3/GCF_000004515.1_V1.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Glycine_max|V1.0	ncbi_genomic	True	738786ee98895b23	GFF3	693288	43273	46129	260732	307260	2	0	0	7ef49cae16e7a23d3fdaa4b09e63d767054391489678ea62ad0ec82c89f413de	PASS
11e4dda33bda9b28	file	legume_family/ncbi/Lupinus_albus/La_Amiga3.1/gff3/GCA_010261695.1_La_Amiga3.1_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Lupinus_albus|La_Amiga3.1	ncbi_genomic	True	789b7b4de543e431	GFF3	556661	48718	47603	223441	235319	0	0	0	2de7ae6b9eeacab3f7edc927b03700e2176358150117e057d39588295c62b721	PASS
1230fe7c5f5ce17b	file	legume_family/legumeinfo/Glycine/max/Peking.gnm3.ann1.D1WG/gff3/glyma.Peking.gnm3.ann1.D1WG.noncoding.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Glycine|max|Peking.gnm3	noncoding	False	9db5866248855507	GFF3	7781	3130	966	0	1521	0	0	0	edf19ba73908cc6b4daa93bad5bb9a45fd2b37b5a682223b16bdaea5ddcd9727	PASS
123471a2a569f2ef	file	legume_family/legumeinfo/Lupinus/angustifolius/Tanjil.gnm1.ann1.nnV9/gff3/lupan.Tanjil.gnm1.ann1.nnV9.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Lupinus|angustifolius|Tanjil.gnm1	gene_models_main	True	c43ce9a9af962914	GFF3	248729	33072	33072	182585	0	0	0	0	6b17cda66c088135033f364e453b183f6d996fba3ed90d6d978462257a6e20f3	PASS
12432f850cd6f10c	file	legume_family/legumeinfo/Phaseolus/acutifolius/W6_15578.gnm2.ann1.LVZ1/gff3/phaac.W6_15578.gnm2.ann1.LVZ1.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Phaseolus|acutifolius|W6_15578.gnm2	gene_models_main	True	152a73331c68496b	GFF3	399953	27095	40833	235584	0	0	0	0	09140a71030c76be73744864decab9ee33d7e18dc10883c6b588e1560be3db7a	PASS
125eadcc78f8c816	file	legume_family/legumeinfo/Vigna/radiata/VC1973A.gnm7.ann1.RWBG/gff3/vigra.VC1973A.gnm7.ann1.RWBG.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Vigna|radiata|VC1973A.gnm7	gene_models_main	True	58455bfa5108783d	GFF3	0	0	0	0	0	0	0	0	a207bcc39082aad3cb6dfb23d795796ce4cb73e357cee3b7dc4da6e6a65b07b0	PASS
12a5ab836429ccd6	file	legume_family/legumeinfo/Glycine/D3-tomentella/G1403.gnm1.ann1.XNZQ/functional_iprscan/glyd3.G1403.gnm1.ann1.XNZQ.iprscan.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Glycine|D3-tomentella|G1403.gnm1	functional_iprscan	False	9c8d9d886271b484	GFF3	329422	0	0	0	0	0	0	0	10ccc90ea234e706a5d334acd82533dedec2ab2a6b91a42831e976b5744edf6b	PASS
12ad7cf3b883f1eb	file	legume_family/ncbi/Glycine_max/GmaxFiskeby_v1.0/gff3/GCA_044510105.1_GmaxFiskeby_v1.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Glycine_max|GmaxFiskeby_v1.0	ncbi_genomic	True	daaf35616f73e2f4	GFF3	1402184	52783	94686	600535	653977	0	0	0	6e91e086e093f18744e4d39992a31937af7c5b478a07b95ac9daa20525c8ca97	PASS
1307115ddf151c09	file	soyomics/Dong_Nong_No.50/gff/SoyC12.gene.gff.gz	.	soyomics	soyomics|Dong_Nong_No.50	soyomics_gene	True	8f487fe66159035f	GFF3	1176439	55000	77373	428771	468872	0	0	0	7495d986c736ed8df85085038e1dbb2517fc6efa8546de8429b7c963792d5e3d	PASS
13d3cdd4bc941298	file	legume_family/legumeinfo/Medicago/truncatula/HM010.gnm1.ann1.WV9J/gff3/medtr.HM010.gnm1.ann1.WV9J.gene_models_main.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Medicago|truncatula|HM010.gnm1	gene_models_main	True	ede0cd45ef0ca82d	GFF3	631118	65155	65155	250404	250404	0	0	0	0883706ed1658088dec0d44f708750524d91548b14892df293c5355b40612399	PASS
14713945b45b3233	file	legume_family/legumeinfo/Glycine/soja/PI483463.gnm1.ann1.3Q3Q/gff3/glyso.PI483463.gnm1.ann1.3Q3Q.gene_models_exons.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Glycine|soja|PI483463.gnm1	gene_model_exons	False	63c8e6393a39d31e;80495811b06b4cad	GFF3	999922	46969	62102	363135	392848	0	0	0	1714760d4cdca0ceb499c098ab10e0ac38809286683dbff0888d03495e1b05aa	PASS
151e3d790bdd4c4f	file	legume_family/ncbi/Cicer_arietinum/Cicar.CDCFrontier_v2.0/gff3/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.gff.gz	.	legume_family_ncbi	legume_family_ncbi|Cicer_arietinum|Cicar.CDCFrontier_v2.0	ncbi_genomic	True	80f28833ba23bc37	GFF3	586521	28578	38354	225151	279462	1	0	0	ddd26a2e0943978b29e612c49e2aa4525fc67c1ce07f6c57a955657ae5379f15	PASS
165d7631d2cee539	file	soyomics/PI_578357/repeat/SoyW03.repeat.gff3.gz	.	soyomics	soyomics|PI_578357	repeat	False	70a613d02d05dac6	UNKNOWN	897138	0	0	0	0	0	0	0	7182ec640441629d7c95c307c95a37f4b0875bf05419cd1089c7c3b95016082a	PASS
16a670cc50718a9b	file	legume_family/legumeinfo/Lupinus/albus/Amiga.gnm1.ann1.3GKS/gff3/lupal.Amiga.gnm1.ann1.3GKS.noncoding.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Lupinus|albus|Amiga.gnm1	noncoding	False	0b4f69cb2f7e7490	GFF3	8579	3399	0	184	1721	0	0	0	4d1687c95e3793b11c35cd495fafbf0d8721fba35c5dbb7237fb79dbfa7fa46b	PASS
17fd4751103121d7	file	legumeinfo/TongShanTianEDan.gnm1.ann1.56XW/functional_iprscan/glyma.TongShanTianEDan.gnm1.ann1.56XW.iprscan.gff3.gz	.	legumeinfo	legumeinfo|TongShanTianEDan.gnm1	functional_iprscan	False	bb5dcc92012e8623	GFF3	387577	0	0	0	0	0	0	0	87595a3421509aa882714ee7375029e79313ef3906cc87073c9a31cd555c3bca	PASS
18d564e537ba83fa	file	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.ann1.G88H/functional_iprscan/cerca.ISC453364.gnm3_hap2.ann1.G88H.iprscan.gff3.gz	.	legume_family_legumeinfo	legume_family_legumeinfo|Cercis|canadensis|ISC453364.gnm3_hap2	functional_iprscan	False	797d4a616d2aa4cb;cd293da5f52f8dca;f2377d54902d393d	GFF3	222709	0	0	0	0	0	0	0	3b7a45d10aeb0bd64f83138cdc8de23f7bbba0e35e1002cf9740945f5aa6ae8c	PASS
