candidate_id	relative_path	source	assembly_label	genome_role	size_bytes	mtime_ns	material_key	genus	species	material_type	gwh_id	official_assembly_code	taxon_source
109ae664faca4799	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_main.fna.gz	legume_family_legumeinfo	ISC494698.gnm1.8Q19	main	141893057	1780814465000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
84f1e992467917d4	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_softmasked.fna.gz	legume_family_legumeinfo	ISC494698.gnm1.8Q19	softmasked	154842381	1780814515000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
e26c7eb0cf847426	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_hardmasked.fna.gz	legume_family_legumeinfo	ISC494698.gnm1_hap2.G6BY	generic_genome	64905533	1780814467000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
0d369ef4d174838f	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_main.fna.gz	legume_family_legumeinfo	ISC494698.gnm1_hap2.G6BY	main	138457718	1780814501000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
338b426684d64480	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_softmasked.fna.gz	legume_family_legumeinfo	ISC494698.gnm1_hap2.G6BY	softmasked	151196242	1780814495000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
ea6c85edd6dd0d10	legume_family/legumeinfo/Chamaecrista/fasciculata/MN87.gnm1.JXFN/genome/chafa.MN87.gnm1.JXFN.genome_main.fna.gz	legume_family_legumeinfo	MN87.gnm1.JXFN	main	116025762	1780814506000000000	mn87	Chamaecrista	Chamaecrista fasciculata				assembly_path
2179c531b0a9a43e	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm1.GkHc/genome/cicar.CDCFrontier.gnm1.GkHc.genome_main.fna.gz	legume_family_legumeinfo	CDCFrontier.gnm1.GkHc	main	135646393	1780814621000000000	cdcfrontier	Cicer	Cicer arietinum				assembly_path
c3cea47e840df975	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm2.S2FF/genome/cicar.CDCFrontier.gnm2.S2FF.genome_main.fna.gz	legume_family_legumeinfo	CDCFrontier.gnm2.S2FF	main	150150814	1780814629000000000	cdcfrontier	Cicer	Cicer arietinum				assembly_path
bb15a599a0eb78f9	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm3.QT0P/genome/cicar.CDCFrontier.gnm3.QT0P.genome_main.fna.gz	legume_family_legumeinfo	CDCFrontier.gnm3.QT0P	main	160317931	1780814615000000000	cdcfrontier	Cicer	Cicer arietinum				assembly_path
65686f241f0eecc0	legume_family/legumeinfo/Cicer/arietinum/ICC4958.gnm2.bg5m/genome/cicar.ICC4958.gnm2.bg5m.genome_main.fna.gz	legume_family_legumeinfo	ICC4958.gnm2.bg5m	main	140454150	1780814624000000000	icc4958	Cicer	Cicer arietinum				assembly_path
825e7fa74db16e84	legume_family/legumeinfo/Cicer/echinospermum/S2Drd065.gnm1.R888/genome/cicec.S2Drd065.gnm1.R888.genome_main.fna.gz	legume_family_legumeinfo	S2Drd065.gnm1.R888	main	170284383	1780814660000000000	s2drd065	Cicer	Cicer echinospermum				assembly_path
113fadf96eebfab1	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.2FZC/genome/cicre.Besev079.gnm1.2FZC.genome_main.fna.gz	legume_family_legumeinfo	Besev079.gnm1.2FZC	main	165026950	1780814663000000000	besev079	Cicer	Cicer reticulatum				assembly_path
e5acbb4602276cd4	legume_family/legumeinfo/Faidherbia/albida/WAFC.gnm1.ZT1R/genome/faial.WAFC.gnm1.ZT1R.genome_main.fna.gz	legume_family_legumeinfo	WAFC.gnm1.ZT1R	main	184784738	1780814789000000000	wafc	Faidherbia	Faidherbia albida				assembly_path
9c8d9d886271b484	legume_family/legumeinfo/Glycine/D3-tomentella/G1403.gnm1.CL6K/genome/glyd3.G1403.gnm1.CL6K.genome_main.fna.gz	legume_family_legumeinfo	G1403.gnm1.CL6K	main	297051368	1780814858000000000	g1403	Glycine	Glycine D3-tomentella				assembly_path
8317f2f6bae2e9d2	legume_family/legumeinfo/Glycine/cyrtoloba/G1267.gnm1.YWW6/genome/glycy.G1267.gnm1.YWW6.genome_main.fna.gz	legume_family_legumeinfo	G1267.gnm1.YWW6	main	379399340	1780814909000000000	g1267	Glycine	Glycine cyrtoloba				assembly_path
7dda2de8855030a8	legume_family/legumeinfo/Glycine/dolichocarpa/G1134.gnm1.PP7B/genome/glydo.G1134.gnm1.PP7B.genome_main.fna.gz	legume_family_legumeinfo	G1134.gnm1.PP7B	main	580663077	1780815703000000000	g1134	Glycine	Glycine dolichocarpa				assembly_path
5e1a6f42336f1a1f	legume_family/legumeinfo/Glycine/falcata/G1718.gnm1.B1PY/genome/glyfa.G1718.gnm1.B1PY.genome_main.fna.gz	legume_family_legumeinfo	G1718.gnm1.B1PY	main	397472750	1780815686000000000	g1718	Glycine	Glycine falcata				assembly_path
96468b4838f74d0d	legume_family/legumeinfo/Glycine/max/Enrei.gnm3.MF2C/genome/glyma.Enrei.gnm3.MF2C.genome_main.fna.gz	legume_family_legumeinfo	Enrei.gnm3.MF2C	main	291059052	1780816146000000000	enrei	Glycine	Glycine max				assembly_path
6defaeb62dd9dffd	legume_family/legumeinfo/Glycine/max/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_hardmasked.fna.gz	legume_family_legumeinfo	FiskebyIII.gnm1.F177	generic_genome	174940835	1780816005000000000	fiskebyiii	Glycine	Glycine max				assembly_path
4c64ec3551a311a5	legume_family/legumeinfo/Glycine/max/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_softmasked.fna.gz	legume_family_legumeinfo	FiskebyIII.gnm1.F177	softmasked	305913422	1780816134000000000	fiskebyiii	Glycine	Glycine max				assembly_path
539814fd4ada940f	legume_family/legumeinfo/Glycine/max/Fukuyutaka.gnm3.424H/genome/glyma.Fukuyutaka.gnm3.424H.genome_main.fna.gz	legume_family_legumeinfo	Fukuyutaka.gnm3.424H	main	295844415	1780816132000000000	fukuyutaka	Glycine	Glycine max				assembly_path
3b922ebbef5d2263	legume_family/legumeinfo/Glycine/max/Harosoy.gnm3.TKJB/genome/glyma.Harosoy.gnm3.TKJB.genome_main.fna.gz	legume_family_legumeinfo	Harosoy.gnm3.TKJB	main	297322912	1780816133000000000	harosoy	Glycine	Glycine max				assembly_path
9fabec0202ef64df	legume_family/legumeinfo/Glycine/max/Himeshirazu.gnm3.61YZ/genome/glyma.Himeshirazu.gnm3.61YZ.genome_main.fna.gz	legume_family_legumeinfo	Himeshirazu.gnm3.61YZ	main	294878428	1780816143000000000	himeshirazu	Glycine	Glycine max				assembly_path
e8cbc86c9a41df2f	legume_family/legumeinfo/Glycine/max/Huaxia3_IGA1007.gnm1.RGGN/genome/glyma.Huaxia3_IGA1007.gnm1.RGGN.genome_main.fna.gz	legume_family_legumeinfo	Huaxia3_IGA1007.gnm1.RGGN	main	293941997	1780816154000000000	huaxia3iga1007	Glycine	Glycine max				assembly_path
82ce90eea621c1cb	legume_family/legumeinfo/Glycine/max/Hwangkeum.gnm1.4S83/genome/glyma.Hwangkeum.gnm1.4S83.genome_main.fna.gz	legume_family_legumeinfo	Hwangkeum.gnm1.4S83	main	294565376	1780816233000000000	hwangkeum	Glycine	Glycine max				assembly_path
3ac8f18302bca5ce	legume_family/legumeinfo/Glycine/max/Jack.gnm3.05MK/genome/glyma.Jack.gnm3.05MK.genome_main.fna.gz	legume_family_legumeinfo	Jack.gnm3.05MK	main	296635968	1780816338000000000	jack	Glycine	Glycine max				assembly_path
6935c73bd3792804	legume_family/legumeinfo/Glycine/max/Kosuzu.gnm3.9GPW/genome/glyma.Kosuzu.gnm3.9GPW.genome_main.fna.gz	legume_family_legumeinfo	Kosuzu.gnm3.9GPW	main	293939038	1780816406000000000	kosuzu	Glycine	Glycine max				assembly_path
5fc43579ee118d1d	legume_family/legumeinfo/Glycine/max/Lee.gnm1.BXNC/genome/glyma.Lee.gnm1.BXNC.genome_hardmasked.fna.gz	legume_family_legumeinfo	Lee.gnm1.BXNC	generic_genome	171398074	1780816280000000000	lee	Glycine	Glycine max				assembly_path
583ba5d1deb2b917	legume_family/legumeinfo/Glycine/max/Lee.gnm1.BXNC/genome/glyma.Lee.gnm1.BXNC.genome_softmasked.fna.gz	legume_family_legumeinfo	Lee.gnm1.BXNC	softmasked	117547370	1780816221000000000	lee	Glycine	Glycine max				assembly_path
24b40cf02b3d8889	legume_family/legumeinfo/Glycine/max/Miyagishirome.gnm3.5Z0W/genome/glyma.Miyagishirome.gnm3.5Z0W.genome_main.fna.gz	legume_family_legumeinfo	Miyagishirome.gnm3.5Z0W	main	295572766	1780816395000000000	miyagishirome	Glycine	Glycine max				assembly_path
01bd34ba2a35deea	legume_family/legumeinfo/Glycine/max/Ooyachi2.gnm3.3469/genome/glyma.Ooyachi2.gnm3.3469.genome_main.fna.gz	legume_family_legumeinfo	Ooyachi2.gnm3.3469	main	292532391	1780816379000000000	ooyachi2	Glycine	Glycine max				assembly_path
9db5866248855507	legume_family/legumeinfo/Glycine/max/Peking.gnm3.KKCD/genome/glyma.Peking.gnm3.KKCD.genome_main.fna.gz	legume_family_legumeinfo	Peking.gnm3.KKCD	main	298680050	1780816404000000000	peking	Glycine	Glycine max				assembly_path
6b1673473c52ff69	legume_family/legumeinfo/Glycine/max/Tanba.gnm3.4HTT/genome/glyma.Tanba.gnm3.4HTT.genome_main.fna.gz	legume_family_legumeinfo	Tanba.gnm3.4HTT	main	291910129	1780816468000000000	tanba	Glycine	Glycine max				assembly_path
8f9a4aa16c3e8be0	legume_family/legumeinfo/Glycine/max/UA4805.gnm3.THQ0/genome/glyma.UA4805.gnm3.THQ0.genome_main.fna.gz	legume_family_legumeinfo	UA4805.gnm3.THQ0	main	294856430	1780816515000000000	ua4805	Glycine	Glycine max				assembly_path
c10c9293aea323f9	legume_family/legumeinfo/Glycine/max/Wm82.gnm1.FCtY/genome/glyma.Wm82.gnm1.FCtY.genome_hardmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm1.FCtY	generic_genome	154712233	1780816507000000000	wm82	Glycine	Glycine max				assembly_path
3eb46282b0082eb1	legume_family/legumeinfo/Glycine/max/Wm82.gnm1.FCtY/genome/glyma.Wm82.gnm1.FCtY.genome_softmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm1.FCtY	softmasked	290103791	1780816558000000000	wm82	Glycine	Glycine max				assembly_path
490839b691d398b1	legume_family/legumeinfo/Glycine/max/Wm82.gnm2.DTC4/genome/glyma.Wm82.gnm2.DTC4.genome_hardmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm2.DTC4	generic_genome	83556574	1780816452000000000	wm82	Glycine	Glycine max				assembly_path
d7eddf647e7d36bd	legume_family/legumeinfo/Glycine/max/Wm82.gnm2.DTC4/genome/glyma.Wm82.gnm2.DTC4.genome_softmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm2.DTC4	softmasked	133070180	1780816511000000000	wm82	Glycine	Glycine max				assembly_path
fe03eb273125b0ff	legume_family/legumeinfo/Glycine/max/Wm82.gnm4.4PTR/genome/glyma.Wm82.gnm4.4PTR.genome_hardmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm4.4PTR	generic_genome	153593705	1780816580000000000	wm82	Glycine	Glycine max				assembly_path
c54fb54176965d99	legume_family/legumeinfo/Glycine/max/Wm82.gnm4.4PTR/genome/glyma.Wm82.gnm4.4PTR.genome_softmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm4.4PTR	softmasked	299115250	1780816626000000000	wm82	Glycine	Glycine max				assembly_path
c8854820b79ace15	legume_family/legumeinfo/Glycine/max/Wm82.gnm5.NRKG/genome/glyma.Wm82.gnm5.NRKG.genome_softmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm5.NRKG	softmasked	290338966	1780816617000000000	wm82	Glycine	Glycine max				assembly_path
3a5158bf3c83620a	legume_family/legumeinfo/Glycine/max/Wm82.gnm6.S97D/genome/glyma.Wm82.gnm6.S97D.genome_hardmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm6.S97D	generic_genome	146851375	1780816609000000000	wm82	Glycine	Glycine max				assembly_path
9e9731a85804e094	legume_family/legumeinfo/Glycine/max/Wm82.gnm6.S97D/genome/glyma.Wm82.gnm6.S97D.genome_softmasked.fna.gz	legume_family_legumeinfo	Wm82.gnm6.S97D	softmasked	278417344	1780816626000000000	wm82	Glycine	Glycine max				assembly_path
80495811b06b4cad	legume_family/legumeinfo/Glycine/soja/PI483463.gnm1.YJWS/genome/glyso.PI483463.gnm1.YJWS.genome_hardmasked.fna.gz	legume_family_legumeinfo	PI483463.gnm1.YJWS	generic_genome	169452716	1780816723000000000	pi483463	Glycine	Glycine soja				assembly_path
63c8e6393a39d31e	legume_family/legumeinfo/Glycine/soja/PI483463.gnm1.YJWS/genome/glyso.PI483463.gnm1.YJWS.genome_softmasked.fna.gz	legume_family_legumeinfo	PI483463.gnm1.YJWS	softmasked	295885705	1780816751000000000	pi483463	Glycine	Glycine soja				assembly_path
68f812ed7a08d2f9	legume_family/legumeinfo/Glycine/stenophita/G1974.gnm1.7MZB/genome/glyst.G1974.gnm1.7MZB.genome_main.fna.gz	legume_family_legumeinfo	G1974.gnm1.7MZB	main	279887836	1780816909000000000	g1974	Glycine	Glycine stenophita				assembly_path
4c1c1d74d7e6a870	legume_family/legumeinfo/Glycine/syndetika/G1300.gnm1.C11H/genome/glysy.G1300.gnm1.C11H.genome_main.fna.gz	legume_family_legumeinfo	G1300.gnm1.C11H	main	280956985	1780816911000000000	g1300	Glycine	Glycine syndetika				assembly_path
dcc9a52283bb1114	legume_family/legumeinfo/Lablab/purpureus/Highworth.gnm1.8K16/genome/labpu.Highworth.gnm1.8K16.genome_main.fna.gz	legume_family_legumeinfo	Highworth.gnm1.8K16	main	117672248	1780816765000000000	highworth	Lablab	Lablab purpureus				assembly_path
9ae82c2a17244c72	legume_family/legumeinfo/Lens/culinaris/CDC_Redberry.gnm2.7C5P/genome/lencu.CDC_Redberry.gnm2.7C5P.genome_main.fna.gz	legume_family_legumeinfo	CDC_Redberry.gnm2.7C5P	main	1083310416	1780825800000000000	cdcredberry	Lens	Lens culinaris				assembly_path
fd31734f0f163667	legume_family/legumeinfo/Lens/ervoides/IG_72815.gnm1.ZDWF/genome/lener.IG_72815.gnm1.ZDWF.genome_main.fna.gz	legume_family_legumeinfo	IG_72815.gnm1.ZDWF	main	812267703	1780817232000000000	ig72815	Lens	Lens ervoides				assembly_path
11b5b397b75578bb	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.QPGB/genome/lotja.MG20.gnm3.QPGB.genome_main.fna.gz	legume_family_legumeinfo	MG20.gnm3.QPGB	main	116069708	1780816911000000000	mg20	Lotus	Lotus japonicus				assembly_path
0b4f69cb2f7e7490	legume_family/legumeinfo/Lupinus/albus/Amiga.gnm1.F4NR/genome/lupal.Amiga.gnm1.F4NR.genome_main.fna.gz	legume_family_legumeinfo	Amiga.gnm1.F4NR	main	115713918	1780816915000000000	amiga	Lupinus	Lupinus albus				assembly_path
c43ce9a9af962914	legume_family/legumeinfo/Lupinus/angustifolius/Tanjil.gnm1.Qq0N/genome/lupan.Tanjil.gnm1.Qq0N.genome_main.fna.gz	legume_family_legumeinfo	Tanjil.gnm1.Qq0N	main	155751005	1780817039000000000	tanjil	Lupinus	Lupinus angustifolius				assembly_path
