candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns	sequence_count	total_symbols	acgt_count	n_count	gc_count	lowercase_count	ambiguous_iupac_count	invalid_symbol_count	duplicate_header_count	empty_sequence_count	min_sequence_length	max_sequence_length	n50	compression	file_sha256	sequence_sha256	duplicate_group	duplicate_group_size	error_type	error	status
600ebe0768f2875e	legume_family/legumeinfo/Arachis/duranensis/K30060.gnm1.W9B1/genome/aradu.K30060.gnm1.W9B1.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30060.gnm1.W9B1	main	283779025	1780813120000000000	122	1099865669	1099859369	6300	395112806	6300	0	0	0	0	9392	142130633	114339463	gzip	7c86503f7a9767e17aa0d683e47e66e320527183e185ee415b745237d2066072	8e9b2f48ac13137b986448c08520d4f042988cf750e136cd5756a83155d5c387	exact_8e9b2f48ac13137b	2			PASS
4b7148124b1f98f1	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30065.gnm1.M24N	main	319256144	1780813124000000000	116	1106325876	1106084184	241692	399475051	0	0	0	0	0	3588	144616624	115523635	gzip	8e2e188a5d813a477a61b988d7f132b995decca466cbdaefb52f7a471a078208	4daf1bb470425eaa7d26f8a913cac4d7513f8881500fef496ce013025f65338a	exact_4daf1bb470425eaa	2			PASS
17aa980862a428b6	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.SWBf/genome/aradu.V14167.gnm1.SWBf.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	V14167.gnm1.SWBf	main	258571311	1780813324000000000	1507	1084261490	940016770	144244720	336625420	16830000	0	0	0	0	4014	135057546	110037037	gzip	f2fc0f8f60e14e212d8383375bc2328f37f5e14c6917fd949529827a6c230260	99ff6eaa2a444375dc9c54242514b6a532293937612932ea11e04b0afc66a046	exact_99ff6eaa2a444375	2			PASS
9fd356999459cb1e	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm2.J7QH/genome/aradu.V14167.gnm2.J7QH.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	V14167.gnm2.J7QH	main	288574546	1780813281000000000	1580	1081788009	951705176	130082833	340719572	0	0	0	0	0	10003	135323197	108052799	gzip	d157c5198b314a0869d207ff2084cf17d6d3704e821ae6192322acd1df82f1cd	ab36830fd36acd54a63828bf3c53ef65ad1e9266a9e604d9957c6be564afc2bc		1			PASS
b3fb81d3f6b365ee	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.1JTF/genome/arahy.BaileyII.gnm1.1JTF.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	BaileyII.gnm1.1JTF	main	667672203	1780813747000000000	426	2555804451	2550126081	5678370	927572596	0	0	0	0	0	1235	159563345	136833719	gzip	88eface32be91ca64411b1fc621cfe0235a4fb59aa0a0f6a06671d27ac203b14	40eb1821f1f2a7928d8d4ccc1d47814898a1d44913c53d04b5cd3e1c85e25894	exact_40eb1821f1f2a792	2			PASS
d36e222da4e0cfc3	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.2559/genome/arahy.C76-16.gnm1.2559.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	C76-16.gnm1.2559	main	719429843	1780813753000000000	20	2538024381	2538024381	0	917025806	0	0	0	0	0	59956038	160063457	137451085	gzip	9d251c28c10d57124b506dbe41fc76adf7499d0b40074ea908ca806c16de0058	580f4eb2f77114b34cf8107467dd7a0911cd4609202745b31163cf0d678fcd0d		1			PASS
1e03257b23978be3	legume_family/legumeinfo/Arachis/hypogaea/F07.gnm1.96DS/genome/arahy.F07.gnm1.96DS.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	F07.gnm1.96DS	main	719541171	1780813843000000000	20	2490769742	2490574242	195500	904804019	0	0	0	0	0	50711500	159208059	133850057	gzip	222a6a7c14b4021437fe2fd970d66d2a9d243919b7bb8525d7550ecf0e09d89e	98f743b528ce88e074d205e5b0743c83243f639e88a7a70ca38860f9b93977bf		1			PASS
6f7311d80af7f768	legume_family/legumeinfo/Arachis/hypogaea/Fuhuasheng.gnm1.XX5Y/genome/arahy.Fuhuasheng.gnm1.XX5Y.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Fuhuasheng.gnm1.XX5Y	main	651068267	1780813770000000000	20	2508659386	2483343588	25315798	902604109	0	0	0	0	0	50462636	168161321	137243429	gzip	e327fc0ba7734f77e9637bb305457f838d7f210c3290788234dd36fa5929b447	880b488c994b4a9561914e78b4e9a1dd6db056a91321e5f38c0fbd6671ff0d7f		1			PASS
73e72487f230e42a	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.MN6K/genome/arahy.ICG1471.gnm1.MN6K.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	ICG1471.gnm1.MN6K	main	697012308	1780813821000000000	20	2409195862	2408726862	469000	877964978	0	0	0	0	0	51360577	158387800	125334546	gzip	4ed9a0c58e6d0ea95e8d0fd571253367047e0fed2f498a59b41c134404126340	9c2ce31c692c58758cdb49c811c8aec59f7b3dcfa1b68f6c00c694be18c305c0		1			PASS
e28edcc0918cbe54	legume_family/legumeinfo/Arachis/hypogaea/Shitouqi.gnm1.L4VP/genome/arahy.Shitouqi.gnm1.L4VP.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Shitouqi.gnm1.L4VP	main	747684589	1780814086000000000	21	2539163406	2538408906	754500	927596900	8860531	0	0	0	0	32449950	159154999	135085854	gzip	f4177d482df41ef65e73b179f1cef034c8001934c1c1105f80d21d2983f09b4a	9476ce3b6b8462bd23af0e85358ca102f61fc5764601ad312fac4895d45188f7		1			PASS
bf8095e2d8c1826f	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm1.KYV3	main	674659881	1780814174000000000	384	2556916893	2553021534	3895359	927407126	0	0	0	0	0	1000	160879708	135150084	gzip	27b46e06f769d45da467cdec1580ff61ecd96212908710a9660569f3d53f29ac	e6d84c7fb735440d783b85c812b286b7b6095b8cef0746b3c10dfeaa3e162cbe		1			PASS
1815273b5e4ad094	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_softmasked.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm1.KYV3	softmasked	163387295	1780813859000000000	5	546446799	545522778	924021	196891692	394138903	0	0	0	0	58429534	143813506	112420854	gzip	884f22a89794338dcbed83274e2f99bd42ca7716ccfc4b91d6452fbbd048609e	932619ec0019389185b75a0ea32265d969adaac8d584a697fe9a8d1d7d0abc67		1			PASS
419770e1892b655a	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm2.J5K5	main	656861401	1780814141000000000	442	2557413415	2553632056	3781359	927631523	0	0	0	0	0	318	160028458	135027066	gzip	d6da12699b76ede36ef5fc4d5b1cb25c72fc57014d66a06f608b4653ac5ea344	103c4c4099af62e55ccea65500bbf9b9aba23b44e3f30d49a8da66c6138560a1	exact_103c4c4099af62e5	2			PASS
cd4924a919164c82	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_softmasked.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm2.J5K5	softmasked	740850235	1780814384000000000	442	2557413415	2553632056	3781359	927631523	1561074169	0	0	0	0	318	160028458	135027066	gzip	4bd9c0b1350fcdf899b5a8f495941e31da14ff31dc65d37de9aff015b5c33520	103c4c4099af62e55ccea65500bbf9b9aba23b44e3f30d49a8da66c6138560a1	exact_103c4c4099af62e5	2			PASS
b2d6d16f011f3228	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm1.bXJ8/genome/araip.K30076.gnm1.bXJ8.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm1.bXJ8	main	341322985	1780814118000000000	552	1353826449	1257048228	96778221	463178399	4491924	0	0	0	0	10021	149900536	136175642	gzip	464e31cb00a77bb60552ba2d69b422089c85df5757e8fbcaa82227514540801e	dd203b77f51eaad161165566ceb4d65f179edee62d1eda9ccc4a458e892dc13a		1			PASS
ae7da8fd92c7be8d	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm2.1GWY/genome/araip.K30076.gnm2.1GWY.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm2.1GWY	main	428186550	1780814110000000000	10	1438654719	1436564019	2090700	525419956	16847140	0	0	0	0	120408871	160787911	146950455	gzip	455f527ba706917a2b25aa864b493b682e835b4b976cda8509ac3029908b4db1	873ccabb7e4ffead9a9df07d9abbd486633dcff382d5113abbe2b2a0d83ddcc6	exact_873ccabb7e4ffead	2			PASS
751847692850cd02	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.PFL2/genome/arast.V10309.gnm1.PFL2.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis stenosperma	V10309.gnm1.PFL2	main	358968328	1780814291000000000	30	1328990366	1242277382	86712984	456893915	736428087	0	0	0	0	117724	172684688	141817970	gzip	e0c0d5cbb6efccac54ade465c6f0adfee2a7e5bb396845cbc71237dfe27fcdd6	3a58f868e2ef18ac4d11fce43d001d0eb2ac7c4e2b00843b64dbb2ae94ee8ec8	exact_3a58f868e2ef18ac	2			PASS
69e6987cb4e1b416	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm1.SBGP/genome/cajca.ICPL87119.gnm1.SBGP.genome_main.fna.gz	legume_family_legumeinfo	Cajanus	Cajanus cajan	ICPL87119.gnm1.SBGP	main	156778185	1780814263000000000	137542	605780537	571343352	34437185	187526009	0	0	0	0	0	100	48970052	516056	gzip	31559c100df17bc03881d0f3bfefdc7fdf9daf605ed1009e1916a566a96c3415	0e74b3887872d6a111111ea3c02b4deeeb3c352295e5eaa58503fe2fbf16bfac		1			PASS
a427b3f85dfe3573	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.KL9M/genome/cajca.ICPL87119.gnm2.KL9M.genome_main.fna.gz	legume_family_legumeinfo	Cajanus	Cajanus cajan	ICPL87119.gnm2.KL9M	main	181329469	1780814318000000000	35727	594802861	558535405	36267456	183167224	277947936	0	0	0	0	131	62816551	53895704	gzip	b1b321b9e932b1541147b988a0dd2733cc9328d93a3af384661a9e40a388fc69	334b3c59a3ec30d3e8950301c3a0f601956b98dee7bfb6b5f49c684efba15931		1			PASS
8141be66769a230c	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_hardmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	generic_genome	57871781	1780814333000000000	43	342014377	204520689	137493688	72591223	0	0	0	0	0	26148	57468748	48286772	gzip	533c8572abb735b9edecd64101a65946142f35a67a9facf26b0d5b1db298decf	5f271263278c6bcee7a0e5d8ccc0030b7041e8203c51a89b33cb6efc3f7f1d5a		1			PASS
f6398ce580d52503	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_main.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	main	82876168	1780814319000000000	43	342014377	341884377	130000	124138649	0	0	0	0	0	26148	57468748	48286772	gzip	b6b0c899bf98d4f2b74b6e29047ddb45c8e80c8d3cf9d28f13c3703dc0194d4c	0c3ecef564a8fde13112a9410914a4ee8216aed28f7436fe3fdfb362b18b1449		1			PASS
59c41dffc41a6f25	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_softmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	softmasked	94893759	1780814343000000000	43	342014377	341884377	130000	124138649	137363688	0	0	0	0	26148	57468748	48286772	gzip	b82b052e6b047a42f1ae126668412e39976622c8d618628749d1c0b303bd21c0	235dd2f6f6a05d2a027fae3ed11e4e91d27878779e5c47e0c15af36b92efd625		1			PASS
13761c0ed653e2af	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3_hap2.B489.genome.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	generic_genome	83565157	1780814350000000000	7	315499427	315369427	130000	112732527	0	0	0	0	0	38692999	56592455	43568431	gzip	149c053e9f0c5dff00acbafdfd682699553f7ee3331a4b4f7b3df27161dffe65	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact_ad382abf3c2f3260	3			PASS
f2377d54902d393d	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_hardmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	generic_genome	54022895	1780814344000000000	7	315499427	197801221	117698206	69532118	0	0	0	0	0	38692999	56592455	43568431	gzip	c087365370872de74d2ff18976521fa182c8f2ef9d8c0a111d1b82a3b015a6c3	fa715a22fd866b5c0d59bbfbd3bbc682e23f6b79964e84acedabb45ace661e7b		1			PASS
cd293da5f52f8dca	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_main.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	main	77629637	1780814351000000000	7	315499427	315369427	130000	112732527	0	0	0	0	0	38692999	56592455	43568431	gzip	369f1efe5f6182c2e035f6c7a51af6aecc926e081a85683518e64f8fe31f9838	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact_ad382abf3c2f3260	3			PASS
797d4a616d2aa4cb	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_softmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	softmasked	86119157	1780814410000000000	7	315499427	315369427	130000	112732527	117568206	0	0	0	0	38692999	56592455	43568431	gzip	269cee846d747d2ba491c9553de128dad25209905e7ba30508d2901ab721793e	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact_ad382abf3c2f3260	3			PASS
8d0c2b4f173cd9e7	legume_family/legumeinfo/Cercis/chinensis/GXIB.gnm1.5DZH/genome/cerch.GXIB.gnm1.5DZH.genome_main.fna.gz	legume_family_legumeinfo	Cercis	Cercis chinensis	GXIB.gnm1.5DZH	main	81837736	1780814378000000000	67	352840832	352839432	1400	130357978	0	0	0	0	0	15707	52527084	47428482	gzip	fc8c7f6081b7627b9f826d4baccb1cb1ef6e0b7cba172c3d84d445bbd7e2879f	1678c6002a6b1027ba94673807b496b14933ee3b0c5eec0e625bf90b63b4e0fa		1			PASS
4e8b4aaab12f64b8	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_hardmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1.8Q19	generic_genome	70752916	1780814435000000000	24	580459023	231155462	349303561	78344479	0	0	0	0	0	54959	88768436	75709764	gzip	66220f93ae259527128d2d56f2b568ceaa5125e6ebac792ee53026cdff809311	0c5a13d0da4e2d8d3fe89a14da2f14d4679bb7c66d2f9bbfaaa3427a6c080452		1			PASS
109ae664faca4799	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_main.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1.8Q19	main	141893057	1780814465000000000	24	580459023	579599023	860000	204870895	0	0	0	0	0	54959	88768436	75709764	gzip	32ce44c6d96b68cbcc0d92732c14ba1c8d73d661fae74c332fbfc5ba090d2d19	2b071d9294ba2c68fb93246f49f913c3f7b4784138858e6759354dc99e86e0fc		1			PASS
84f1e992467917d4	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_softmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1.8Q19	softmasked	154842381	1780814515000000000	24	580459023	579599023	860000	204870895	348443561	0	0	0	0	54959	88768436	75709764	gzip	422a08bdfec25b4c3f6a63f1c70b079669c962fab76020356b71d2bba6c91f82	0b7aeafe15df428e69dec2312bd85175c930bf606890721613dbe28e0701d91b		1			PASS
e26c7eb0cf847426	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_hardmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1_hap2.G6BY	generic_genome	64905533	1780814467000000000	17	564372522	229402943	334969579	77775044	0	0	0	0	0	52370	88702854	71910870	gzip	d4cf96c57c323743910d9c1c64989c1c73d0d621bd1231bc4b115907ac2c6b41	51f649b82ceaa93bbd04afa31d3eaa76b73d992f54395b5c657338b1cdfae220		1			PASS
0d369ef4d174838f	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_main.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1_hap2.G6BY	main	138457718	1780814501000000000	17	564372522	563472520	900002	198533023	0	0	0	0	0	52370	88702854	71910870	gzip	73ccd463f5f4a3715b74a45e8915b6bdb470d711f7325034b856e8d6e50a0d99	6504f8882c474cb5f9118aa0039b4a06a3dc4101b1d288325cf130758c618b8c		1			PASS
338b426684d64480	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_softmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1_hap2.G6BY	softmasked	151196242	1780814495000000000	17	564372522	563472520	900002	198533023	334069577	0	0	0	0	52370	88702854	71910870	gzip	c87d6e06126bbec3478b336684f3d02491bfae451cf80c575df8bb36e9d79d75	f5c075246a59e55f5220561af5d445eaeea12f801ed259caa69b40a87a9cfc7b		1			PASS
ea6c85edd6dd0d10	legume_family/legumeinfo/Chamaecrista/fasciculata/MN87.gnm1.JXFN/genome/chafa.MN87.gnm1.JXFN.genome_main.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	MN87.gnm1.JXFN	main	116025762	1780814506000000000	56674	429102545	413333149	15769396	144116173	0	0	0	0	0	200	723940	96643	gzip	1440907e8ab95d990695d02d6c7b17a53fce3b40e2aed3e72a98e73e433fbae3	17b93f62cc332a5e58944f4aeccfe4b062958a6a2e22aba848b4411a2f4aeab3		1			PASS
2179c531b0a9a43e	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm1.GkHc/genome/cicar.CDCFrontier.gnm1.GkHc.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer arietinum	CDCFrontier.gnm1.GkHc	main	135646393	1780814621000000000	7135	522314610	482787852	39526758	149841812	0	0	0	0	0	1000	59463898	39989001	gzip	1f88bef3240522fc8bbfc9bf24820bcfc5a1e14b8377c8015cf10e7f342bc74e	4ca9dba8c61871573838f49f8b988dcf075f238a52293cc08bcf9bc61e14a665		1			PASS
c3cea47e840df975	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm2.S2FF/genome/cicar.CDCFrontier.gnm2.S2FF.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer arietinum	CDCFrontier.gnm2.S2FF	main	150150814	1780814629000000000	6448	530274918	482748849	47526069	149827235	271749398	0	0	0	0	125	79327772	65803235	gzip	2a134e9b2a052b82fc4d60e01d9b1a076c8b6e74e84220747ab42541d9d6a740	d697e2011df3803e9222f69d81f4e3168837d8b509c76a7785ecfecd87f29fef		1			PASS
bb15a599a0eb78f9	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm3.QT0P/genome/cicar.CDCFrontier.gnm3.QT0P.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer arietinum	CDCFrontier.gnm3.QT0P	main	160317931	1780814615000000000	2095	638661011	638622720	38291	208848291	0	0	0	0	0	6266	91290539	65305557	gzip	aa3a3f294c36dda737fb1ba2b8351594554fda42f328c3fedb4144317b989b62	28ae5053a81a6ca205d2a049fddbb3bd3d09e7bc293feeca4458c5a26d88c341		1			PASS
