candidate_id	source	species	genus	original_material_key	material_key	relative_path	member_name	annotation_id	annotation_path	annotation_member_name	assembly_evidence	official_assembly_level	base_count	n_fraction	n50	large_sequence_fraction	orientation_group_id	near_duplicate_group_id	candidate_near_duplicate_group_size	final_near_group_selected_size	sampling_weight	initial_hard_gate_pass	initial_hard_gate_reasons	annotation_closure_status	source_provenance_status	busco_status	annotation_busco_complete_percent	genome_busco_complete_percent	record_qc_status	primary_nuclear_fraction	tiara_primary_prokaryotic_fraction	univec_primary_fraction	qv_status	final_gate_pass	final_gate_reasons	provisional_selection_status	status
0dad4b7c48918a2d	legume_family_legumeinfo	Medicago truncatula	Medicago	hm129	hm129	legume_family/legumeinfo/Medicago/truncatula/HM129.gnm1.9HG9/genome/medtr.HM129.gnm1.9HG9.genome_main.fna.gz	.	844083468eaa9c3e	legume_family/legumeinfo/Medicago/truncatula/HM129.gnm1.ann1.7FTD/gff3/medtr.HM129.gnm1.ann1.7FTD.gene_models_main.gff3.gz	.	insufficient	UNVERIFIED	398468296	0.07762318184531299	797681	0.0	orientation-d650e0985524bdd7	near-0dad4b7c48918a2d	1	.	.	False	insufficient_chromosome_scale_evidence	.	.	.	.	.	.	.	.	.	.	False	insufficient_chromosome_scale_evidence	REJECTED_HARD_GATE	REJECTED_HARD_GATE
0dc34b669095c6fc	legume_family_ncbi	Stylosanthes angustifolia	Stylosanthes	asm4612593v1	asm4612593v1	legume_family/ncbi/Stylosanthes_angustifolia/ASM4612593v1/genome/GCA_046125935.1_ASM4612593v1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	645876253	1.4863528354556178e-05	64908894	0.9778018174016997	orientation-e3467a96050c90bf	near-0dc34b669095c6fc	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
0dd3c819f44b67d7	legumeinfo	Glycine max	Glycine	wm82	wm82	legumeinfo/Wm82.gnm5.NRKG/genome/glyma.Wm82.gnm5.NRKG.genome_main.fna.gz	.	263cc51d243ae156	legumeinfo/Wm82.gnm5.ann1.J7HW/gff3/glyma.Wm82.gnm5.ann1.J7HW.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	1013741020	1.4052898836036052e-05	51410279	0.9982912036054337	orientation-73dbf4049d487c82	near-0dd3c819f44b67d7	15	3	0.333333333333	True	.	PASS	PASS	PASS	96.3	98.8	PASS	0.998291203605	0.0	9.3873e-08	UNAVAILABLE_NO_RAW_READS_OR_SOURCE_QV	True	.	REJECTED_MATERIAL_ALTERNATIVE	SELECTED
0de0accd36af9193	legumeinfo	Glycine max	Glycine	zhangchunmancangjin	zhangchunmancangjin	legumeinfo/ZhangChunManCangJin.gnm1.FC4Q/genome/glyma.ZhangChunManCangJin.gnm1.FC4Q.genome_main.fna.gz	.	b0df98cde79ce47f	legumeinfo/ZhangChunManCangJin.gnm1.ann1.7HPB/gff3/glyma.ZhangChunManCangJin.gnm1.ann1.7HPB.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	997750542	0.000825261390837711	50673940	0.9994559501827863	orientation-fccc9d0191afef34	near-0de0accd36af9193	1	1	1.0	True	.	PASS	PASS	PASS	96.9	98.8	PASS	0.999455950183	0.0	9.5266e-08	UNAVAILABLE_NO_RAW_READS_OR_SOURCE_QV	True	.	SELECTED	SELECTED
0df156cb56003e79	legume_family_ncbi	Glycine max	Glycine	whfsgmwf710	whfsgmwf710	legume_family/ncbi/Glycine_max/WHFS_GmWF7_1.0/genome/GCA_014282035.1_WHFS_GmWF7_1.0_genomic.fna.gz	.	e20821d7095ddb84	legume_family/ncbi/Glycine_max/WHFS_GmWF7_1.0/gff3/GCA_014282035.1_WHFS_GmWF7_1.0_genomic.gff.gz	.	chromosome_official	Chromosome	996720390	0.0011085546268397297	50706830	0.9922666074885856	orientation-004cc5f97360f893	near-0df156cb56003e79	2	.	.	True	.	PASS	LICENSE_REVIEW_REQUIRED	.	.	.	.	.	.	.	.	False	source_provenance_license_review_required	SELECTED	REJECTED_HARD_GATE
109ae664faca4799	legume_family_legumeinfo	Chamaecrista fasciculata	Chamaecrista	isc494698	isc494698	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_main.fna.gz	.	e0b91c2b04490519	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.ann1.G7XW/gff3/chafa.ISC494698.gnm1.ann1.G7XW.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	580459023	0.0014815860653784685	75709764	0.9957851460601724	orientation-d8e2f7793c88ef82	near-109ae664faca4799	2	.	.	True	.	PASS	LICENSE_REVIEW_REQUIRED	.	.	.	.	.	.	.	.	False	source_provenance_license_review_required	REJECTED_ORIENTATION_ALTERNATIVE	REJECTED_HARD_GATE
113fadf96eebfab1	legume_family_legumeinfo	Cicer reticulatum	Cicer	besev079	besev079	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.2FZC/genome/cicre.Besev079.gnm1.2FZC.genome_main.fna.gz	.	67af1076cfcd5a31	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.ann1.F01Z/gff3/cicre.Besev079.gnm1.ann1.F01Z.gene_models_main.gff3.gz	.	insufficient	UNVERIFIED	705925408	3.0891365791440675e-05	64732023	0.7525446867043494	orientation-b3368c1a5e607294	near-113fadf96eebfab1	1	.	.	False	insufficient_chromosome_scale_evidence	.	.	.	.	.	.	.	.	.	.	False	insufficient_chromosome_scale_evidence	REJECTED_HARD_GATE	REJECTED_HARD_GATE
114a4714c62f84aa	legume_family_ncbi	Dalbergia cochinchinensis	Dalbergia	dacoc12	dacoc12	legume_family/ncbi/Dalbergia_cochinchinensis/Dacoc_1.2/genome/GCA_030827025.1_Dacoc_1.2_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	620942577	0.0	59971594	0.9829159484420409	orientation-c0ef34b6ae2af513	near-114a4714c62f84aa	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
11b5b397b75578bb	legume_family_legumeinfo	Lotus japonicus	Lotus	mg20	mg20	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.QPGB/genome/lotja.MG20.gnm3.QPGB.genome_main.fna.gz	.	c6a1120caa4b9728	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.ann1.WF9B/gff3/lotja.MG20.gnm3.ann1.WF9B.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	447416816	0.11838398805287641	62285374	0.998812337889419	orientation-41b458418233b3d4	near-11b5b397b75578bb	1	.	.	False	n_fraction_above_limit	.	.	.	.	.	.	.	.	.	.	False	n_fraction_above_limit	REJECTED_HARD_GATE	REJECTED_HARD_GATE
13c241bd7fddb5df	legume_family_ncbi	Pueraria montana var. thomsonii	Pueraria	asm3704321v1	asm3704321v1	legume_family/ncbi/Pueraria_montana_var._thomsonii/ASM3704321v1/genome/GCA_037043215.1_ASM3704321v1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	1386382709	0.0003434938973982833	130661842	0.9914628464974602	orientation-eb6b7e3e857b67fa	near-13c241bd7fddb5df	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
152a73331c68496b	legume_family_legumeinfo	Phaseolus acutifolius	Phaseolus	w615578	w615578	legume_family/legumeinfo/Phaseolus/acutifolius/W6_15578.gnm2.L2V4/genome/phaac.W6_15578.gnm2.L2V4.genome_main.fna.gz	.	12432f850cd6f10c	legume_family/legumeinfo/Phaseolus/acutifolius/W6_15578.gnm2.ann1.LVZ1/gff3/phaac.W6_15578.gnm2.ann1.LVZ1.gene_models_main.gff3.gz	.	insufficient	UNVERIFIED	661870301	0.016701651340600036	42618413	0.7052296700649211	orientation-dd239422d46dcafb	near-152a73331c68496b	1	.	.	False	insufficient_chromosome_scale_evidence	.	.	.	.	.	.	.	.	.	.	False	insufficient_chromosome_scale_evidence	REJECTED_HARD_GATE	REJECTED_HARD_GATE
155d14055ff0f670	legume_family_ncbi	Medicago sativa	Medicago	asm4841796v1	asm4841796v1	legume_family/ncbi/Medicago_sativa/ASM4841796v1/genome/GCA_048417965.1_ASM4841796v1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	805628336	0.00015329649477473196	103061826	0.9778022877288666	orientation-e7f6fc1719f478cb	near-155d14055ff0f670	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
16beef999dd1be0e	legume_family_ncbi	Vigna umbellata	Vigna	ff25vum1	ff25vum1	legume_family/ncbi/Vigna_umbellata/FF25_Vum_1/genome/GCA_025174585.1_FF25_Vum_1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	475513050	9.148013918860901e-05	40359536	0.9782894938424929	orientation-ae73383c4d47979c	near-16beef999dd1be0e	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
171869ade9f5b76e	legumeinfo	Glycine max	Glycine	jinyuaniga1006	jinyuaniga1006	legumeinfo/Jinyuan_IGA1006.gnm1.LXM0/genome/glyma.Jinyuan_IGA1006.gnm1.LXM0.genome_main.fna.gz	.	3fd782ddb09c5d78	legumeinfo/Jinyuan_IGA1006.gnm1.ann1.2NNX/gff3/glyma.Jinyuan_IGA1006.gnm1.ann1.2NNX.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	995708058	0.0005257374345764308	50575050	0.9899826681928892	orientation-7ca16ebb18b4ca2f	near-171869ade9f5b76e	2	1	1.0	True	.	PASS	PASS	PASS	95.6	98.8	PASS	0.989982668193	0.0	9.6375e-08	UNAVAILABLE_NO_RAW_READS_OR_SOURCE_QV	True	.	REJECTED_ORIENTATION_ALTERNATIVE	SELECTED
17884d0a84029a68	legume_family_legumeinfo	Vicia faba	Vicia	hedin2	hedin2	legume_family/legumeinfo/Vicia/faba/Hedin2.gnm1.06GS/genome/vicfa.Hedin2.gnm1.06GS.genome_main.fna.gz	.	fe3610bbb23707e3	legume_family/legumeinfo/Vicia/faba/Hedin2.gnm1.ann1.PTNK/gff3/vicfa.Hedin2.gnm1.ann1.PTNK.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	11914536184	4.359380776378865e-05	1637815978	0.945606773525075	orientation-caf7620f8bc93de9	near-17884d0a84029a68	3	1	1.0	True	.	PASS	PASS	PASS	95.4	97.3	PASS	0.945606773525	0.000266276929	0.0	UNAVAILABLE_NO_RAW_READS_OR_SOURCE_QV	True	.	SELECTED	SELECTED
17921cb217286fc4	legume_family_ncbi	Bauhinia variegata	Bauhinia	asm2237911v2	asm2237911v2	legume_family/ncbi/Bauhinia_variegata/ASM2237911v2/genome/GCA_022379115.2_ASM2237911v2_genomic.fna.gz	.	83598a0fe69cbf1f	legume_family/ncbi/Bauhinia_variegata/ASM2237911v2/gff3/GCA_022379115.2_ASM2237911v2_genomic.gff.gz	.	chromosome_official	Chromosome	326365182	0.00025955587382480035	22089475	0.9215275298576427	orientation-1f0886bdee480839	near-17921cb217286fc4	2	.	.	True	.	PASS	LICENSE_REVIEW_REQUIRED	.	.	.	.	.	.	.	.	False	source_provenance_license_review_required	SELECTED	REJECTED_HARD_GATE
179aa3b9d7ae5dd3	legume_family_ncbi	Pueraria montana	Pueraria	asm2517757v1	asm2517757v1	legume_family/ncbi/Pueraria_montana/ASM2517757v1/genome/GCA_025177575.1_ASM2517757v1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	978589990	0.000636119321024324	80178808	0.9110612055208126	orientation-dc4bc5048ede1046	near-179aa3b9d7ae5dd3	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
17a6cb87f6f8221d	legume_family_ncbi	Gleditsia sinensis	Gleditsia	asm3707453v1	asm3707453v1	legume_family/ncbi/Gleditsia_sinensis/ASM3707453v1/genome/GCA_037074535.1_ASM3707453v1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	921441504	1.9534609545870856e-05	68211918	0.9642942130811594	orientation-4b6ea53b8426844a	near-17a6cb87f6f8221d	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
17aa980862a428b6	legume_family_legumeinfo	Arachis duranensis	Arachis	v14167	v14167	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.SWBf/genome/aradu.V14167.gnm1.SWBf.genome_main.fna.gz	.	d2b88f43f38e7724	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.ann1.cxSM/gff3/aradu.V14167.gnm1.ann1.cxSM.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	1084261490	0.13303499324687812	110037037	0.9601310611889389	orientation-4a290193399e8501	near-17aa980862a428b6	4	.	.	False	n_fraction_above_limit	.	.	.	.	.	.	.	.	.	.	False	n_fraction_above_limit	REJECTED_HARD_GATE	REJECTED_HARD_GATE
17e7b10334e776bc	legume_family_ncbi	Trifolium repens	Trifolium	drtrirepe3hap2	drtrirepe3hap2	legume_family/ncbi/Trifolium_repens/drTriRepe3_hap2/genome/GCA_052626445.1_drTriRepe3_hap2_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	1002960897	2.7418815710818286e-05	60046767	0.9554623713311128	orientation-05da7373f545e6cc	near-17e7b10334e776bc	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
1815273b5e4ad094	legume_family_legumeinfo	Arachis hypogaea	Arachis	tifrunner	tifrunner	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_softmasked.fna.gz	.	97c249083db142a0	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.ann1.CCJH/gff3/arahy.Tifrunner.gnm1.ann1.CCJH.gene_models_main.gff3.gz	.	structural_proxy	UNVERIFIED	546446799	0.0016909624170019157	112420854	1.0	orientation-01d5b3bc4c4dcaaf	near-1815273b5e4ad094	1	.	.	True	.	FAIL	PASS	.	.	.	.	.	.	.	.	False	annotation_closure_fail	REJECTED_MATERIAL_ALTERNATIVE	REJECTED_HARD_GATE
18614e22cfd1167a	legume_family_ncbi	Glycine max	Glycine	glycinemaxv21	glycinemaxv21	legume_family/ncbi/Glycine_max/Glycine_max_v2.1/genome/GCF_000004515.5_Glycine_max_v2.1_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	979046046	0.023608500432062415	48577505	0.9694982058075744	orientation-b7babcb393090a1b	near-0dd3c819f44b67d7	15	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
1945ba4c0ba1281f	legume_family_ncbi	Ormosia henryi	Ormosia	asm5232476v1	asm5232476v1	legume_family/ncbi/Ormosia_henryi/ASM5232476v1/genome/GCA_052324765.1_ASM5232476v1_genomic.fna.gz	.	.	.	.	complete_genome	Complete Genome	3129058784	1.450915535117029e-06	412619439	1.0	orientation-d5006dab39919623	near-1945ba4c0ba1281f	1	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
195fb29e3840d61b	legume_family_ncbi	Phaseolus vulgaris	Phaseolus	pvulgarisv20	pvulgarisv20	legume_family/ncbi/Phaseolus_vulgaris/P._vulgaris_v2.0/genome/GCF_000499845.2_P._vulgaris_v2.0_genomic.fna.gz	.	.	.	.	chromosome_official	Chromosome	537700155	0.01052631275510791	49670989	0.9558754023420358	orientation-0aed5d755e331496	near-195fb29e3840d61b	5	.	.	False	strict_annotation_count_0	.	.	.	.	.	.	.	.	.	.	False	strict_annotation_count_0	REJECTED_HARD_GATE	REJECTED_HARD_GATE
1969c44cccdbc0ca	legume_family_legumeinfo	Medicago truncatula	Medicago	hm022	hm022	legume_family/legumeinfo/Medicago/truncatula/HM022.gnm1.B190/genome/medtr.HM022.gnm1.B190.genome_main.fna.gz	.	c050f8bad57b368d	legume_family/legumeinfo/Medicago/truncatula/HM022.gnm1.ann1.6C8N/gff3/medtr.HM022.gnm1.ann1.6C8N.gene_models_main.gff3.gz	.	insufficient	UNVERIFIED	374674840	0.08299676060447507	1154699	0.0	orientation-f1a703bf9586b31c	near-1969c44cccdbc0ca	1	.	.	False	insufficient_chromosome_scale_evidence	.	.	.	.	.	.	.	.	.	.	False	insufficient_chromosome_scale_evidence	REJECTED_HARD_GATE	REJECTED_HARD_GATE
19a3704fc5744b8a	legume_family_legumeinfo	Medicago sativa	Medicago	regensy27x	regensy27x	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1_hap2.NYFT/genome/medsa.RegenSY27x.gnm1_hap2.NYFT.genome_main.fna.gz	.	c2e828c66d37b2e0	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1_hap2.ann1.62BH/gff3/medsa.RegenSY27x.gnm1_hap2.ann1.62BH.gene_models_main.gff3.gz	.	insufficient	UNVERIFIED	789074823	9.435100174270799e-05	73507436	0.7929493538029156	orientation-7e5d19b555e71e25	near-19a3704fc5744b8a	2	.	.	False	insufficient_chromosome_scale_evidence	.	.	.	.	.	.	.	.	.	.	False	insufficient_chromosome_scale_evidence	REJECTED_HARD_GATE	REJECTED_HARD_GATE
