candidate_id	contig_index	sequence_name	length	official_sequence_role	official_location_type	record_policy	status	mask_interval_count	masked_bases
0de0accd36af9193	5	glyma.ZhangChunManCangJin.gnm1.Chr06	52700926	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	6	glyma.ZhangChunManCangJin.gnm1.Chr07	47852886	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	7	glyma.ZhangChunManCangJin.gnm1.Chr08	50131392	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	8	glyma.ZhangChunManCangJin.gnm1.Chr09	49790151	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	9	glyma.ZhangChunManCangJin.gnm1.Chr10	53925754	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	10	glyma.ZhangChunManCangJin.gnm1.Chr11	41095550	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	11	glyma.ZhangChunManCangJin.gnm1.Chr12	43145628	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	12	glyma.ZhangChunManCangJin.gnm1.Chr13	47632315	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	13	glyma.ZhangChunManCangJin.gnm1.Chr14	51342829	.	.	PRIMARY_NUCLEAR	PASS	1	34
0de0accd36af9193	14	glyma.ZhangChunManCangJin.gnm1.Chr15	55236758	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	15	glyma.ZhangChunManCangJin.gnm1.Chr16	38455264	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	16	glyma.ZhangChunManCangJin.gnm1.Chr17	42575228	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	17	glyma.ZhangChunManCangJin.gnm1.Chr18	61561599	.	.	PRIMARY_NUCLEAR	PASS	1	30
0de0accd36af9193	18	glyma.ZhangChunManCangJin.gnm1.Chr19	52151467	.	.	PRIMARY_NUCLEAR	PASS	1	31
0de0accd36af9193	19	glyma.ZhangChunManCangJin.gnm1.Chr20	50673940	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	0	glyma.Jinyuan_IGA1006.gnm1.chr01	59126831	.	.	PRIMARY_NUCLEAR	PASS	1	126831
171869ade9f5b76e	1	glyma.Jinyuan_IGA1006.gnm1.chr02	51359655	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	2	glyma.Jinyuan_IGA1006.gnm1.chr03	48534471	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	3	glyma.Jinyuan_IGA1006.gnm1.chr04	53268187	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	4	glyma.Jinyuan_IGA1006.gnm1.chr05	43547394	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	5	glyma.Jinyuan_IGA1006.gnm1.chr06	51974217	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	6	glyma.Jinyuan_IGA1006.gnm1.chr07	46557784	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	7	glyma.Jinyuan_IGA1006.gnm1.chr08	48822898	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	8	glyma.Jinyuan_IGA1006.gnm1.chr09	49159830	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	9	glyma.Jinyuan_IGA1006.gnm1.chr10	53212648	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	10	glyma.Jinyuan_IGA1006.gnm1.chr11	41240311	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	11	glyma.Jinyuan_IGA1006.gnm1.chr12	43185524	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	12	glyma.Jinyuan_IGA1006.gnm1.chr13	46297620	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	13	glyma.Jinyuan_IGA1006.gnm1.chr14	50708960	.	.	PRIMARY_NUCLEAR	PASS	1	34
171869ade9f5b76e	14	glyma.Jinyuan_IGA1006.gnm1.chr15	53538523	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	15	glyma.Jinyuan_IGA1006.gnm1.chr16	38255285	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	16	glyma.Jinyuan_IGA1006.gnm1.chr17	42985246	.	.	PRIMARY_NUCLEAR	PASS	0	0
171869ade9f5b76e	17	glyma.Jinyuan_IGA1006.gnm1.chr18	61606260	.	.	PRIMARY_NUCLEAR	PASS	1	30
171869ade9f5b76e	18	glyma.Jinyuan_IGA1006.gnm1.chr19	51777026	.	.	PRIMARY_NUCLEAR	PASS	1	31
171869ade9f5b76e	19	glyma.Jinyuan_IGA1006.gnm1.chr20	50575050	.	.	PRIMARY_NUCLEAR	PASS	0	0
17884d0a84029a68	0	vicfa.Hedin2.gnm1.chr1S	1574527093	.	.	PRIMARY_NUCLEAR	PASS	2	4000000
17884d0a84029a68	1	vicfa.Hedin2.gnm1.chr1L	1805244829	.	.	PRIMARY_NUCLEAR	PASS	1	1000000
17884d0a84029a68	2	vicfa.Hedin2.gnm1.chr2	1716769615	.	.	PRIMARY_NUCLEAR	PASS	1	1000000
17884d0a84029a68	3	vicfa.Hedin2.gnm1.chr3	1637815978	.	.	PRIMARY_NUCLEAR	PASS	0	0
17884d0a84029a68	4	vicfa.Hedin2.gnm1.chr4	1645877737	.	.	PRIMARY_NUCLEAR	PASS	0	0
17884d0a84029a68	5	vicfa.Hedin2.gnm1.chr5	1365994436	.	.	PRIMARY_NUCLEAR	PASS	0	0
17884d0a84029a68	6	vicfa.Hedin2.gnm1.chr6	1520236431	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	0	glyma.DongNongNo_50.gnm1.Chr01	59449057	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	1	glyma.DongNongNo_50.gnm1.Chr02	53338304	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	2	glyma.DongNongNo_50.gnm1.Chr03	49185916	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	3	glyma.DongNongNo_50.gnm1.Chr04	52324084	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	4	glyma.DongNongNo_50.gnm1.Chr05	44707599	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	5	glyma.DongNongNo_50.gnm1.Chr06	52433096	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	6	glyma.DongNongNo_50.gnm1.Chr07	46860077	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	7	glyma.DongNongNo_50.gnm1.Chr08	49537955	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	8	glyma.DongNongNo_50.gnm1.Chr09	50203970	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	9	glyma.DongNongNo_50.gnm1.Chr10	55443444	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	10	glyma.DongNongNo_50.gnm1.Chr11	41318868	.	.	PRIMARY_NUCLEAR	PASS	1	32
1cac6cdef48a6b1e	11	glyma.DongNongNo_50.gnm1.Chr12	43712926	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	12	glyma.DongNongNo_50.gnm1.Chr13	46722099	.	.	PRIMARY_NUCLEAR	PASS	1	31
1cac6cdef48a6b1e	13	glyma.DongNongNo_50.gnm1.Chr14	52059704	.	.	PRIMARY_NUCLEAR	PASS	1	34
1cac6cdef48a6b1e	14	glyma.DongNongNo_50.gnm1.Chr15	53156906	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	15	glyma.DongNongNo_50.gnm1.Chr16	38925146	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	16	glyma.DongNongNo_50.gnm1.Chr17	43316805	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	17	glyma.DongNongNo_50.gnm1.Chr18	60605642	.	.	PRIMARY_NUCLEAR	PASS	0	0
1cac6cdef48a6b1e	18	glyma.DongNongNo_50.gnm1.Chr19	50775370	.	.	PRIMARY_NUCLEAR	PASS	1	31
1cac6cdef48a6b1e	19	glyma.DongNongNo_50.gnm1.Chr20	51501923	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	0	glyso.PI_578357.gnm1.Chr01	59476922	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	1	glyso.PI_578357.gnm1.Chr02	54722758	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	2	glyso.PI_578357.gnm1.Chr03	49060838	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	3	glyso.PI_578357.gnm1.Chr04	53054060	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	4	glyso.PI_578357.gnm1.Chr05	46057864	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	5	glyso.PI_578357.gnm1.Chr06	52788439	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	6	glyso.PI_578357.gnm1.Chr07	48305690	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	7	glyso.PI_578357.gnm1.Chr08	51225160	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	8	glyso.PI_578357.gnm1.Chr09	50867898	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	9	glyso.PI_578357.gnm1.Chr10	55349791	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	10	glyso.PI_578357.gnm1.Chr11	41895355	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	11	glyso.PI_578357.gnm1.Chr12	44238694	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	12	glyso.PI_578357.gnm1.Chr13	46752515	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	13	glyso.PI_578357.gnm1.Chr14	53003874	.	.	PRIMARY_NUCLEAR	PASS	1	34
1f214bea4d5a72fb	14	glyso.PI_578357.gnm1.Chr15	52988728	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	15	glyso.PI_578357.gnm1.Chr16	39754357	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	16	glyso.PI_578357.gnm1.Chr17	42505845	.	.	PRIMARY_NUCLEAR	PASS	0	0
1f214bea4d5a72fb	17	glyso.PI_578357.gnm1.Chr18	61359240	.	.	PRIMARY_NUCLEAR	PASS	1	30
1f214bea4d5a72fb	18	glyso.PI_578357.gnm1.Chr19	52410777	.	.	PRIMARY_NUCLEAR	PASS	1	31
1f214bea4d5a72fb	19	glyso.PI_578357.gnm1.Chr20	52300887	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	0	glyma.Miyagishirome.gnm3.chr01	58313138	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	1	glyma.Miyagishirome.gnm3.chr02	50733718	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	2	glyma.Miyagishirome.gnm3.chr03	47862248	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	3	glyma.Miyagishirome.gnm3.chr04	52779300	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	4	glyma.Miyagishirome.gnm3.chr05	42830309	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	5	glyma.Miyagishirome.gnm3.chr06	51129336	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	6	glyma.Miyagishirome.gnm3.chr07	46215640	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	7	glyma.Miyagishirome.gnm3.chr08	49070971	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	8	glyma.Miyagishirome.gnm3.chr09	49304691	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	9	glyma.Miyagishirome.gnm3.chr10	53432970	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	10	glyma.Miyagishirome.gnm3.chr11	41026745	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	11	glyma.Miyagishirome.gnm3.chr12	42904349	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	12	glyma.Miyagishirome.gnm3.chr13	47143264	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	13	glyma.Miyagishirome.gnm3.chr14	51139060	.	.	PRIMARY_NUCLEAR	PASS	1	34
24b40cf02b3d8889	14	glyma.Miyagishirome.gnm3.chr15	53230811	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	15	glyma.Miyagishirome.gnm3.chr16	38734369	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	16	glyma.Miyagishirome.gnm3.chr17	42873802	.	.	PRIMARY_NUCLEAR	PASS	0	0
24b40cf02b3d8889	17	glyma.Miyagishirome.gnm3.chr18	59919604	.	.	PRIMARY_NUCLEAR	PASS	1	30
24b40cf02b3d8889	18	glyma.Miyagishirome.gnm3.chr19	51471008	.	.	PRIMARY_NUCLEAR	PASS	1	31
24b40cf02b3d8889	19	glyma.Miyagishirome.gnm3.chr20	49786466	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	0	glyso.PI_562565.gnm1.Chr01	59413973	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	1	glyso.PI_562565.gnm1.Chr02	56879829	.	.	PRIMARY_NUCLEAR	PASS	1	30
257bdc8c02ae8e94	2	glyso.PI_562565.gnm1.Chr03	48260352	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	3	glyso.PI_562565.gnm1.Chr04	53996504	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	4	glyso.PI_562565.gnm1.Chr05	45411314	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	5	glyso.PI_562565.gnm1.Chr06	54334180	.	.	PRIMARY_NUCLEAR	PASS	1	334180
257bdc8c02ae8e94	6	glyso.PI_562565.gnm1.Chr07	46051422	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	7	glyso.PI_562565.gnm1.Chr08	50215365	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	8	glyso.PI_562565.gnm1.Chr09	53102660	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	9	glyso.PI_562565.gnm1.Chr10	54170918	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	10	glyso.PI_562565.gnm1.Chr11	41463284	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	11	glyso.PI_562565.gnm1.Chr12	42535361	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	12	glyso.PI_562565.gnm1.Chr13	47564622	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	13	glyso.PI_562565.gnm1.Chr14	52318143	.	.	PRIMARY_NUCLEAR	PASS	1	34
257bdc8c02ae8e94	14	glyso.PI_562565.gnm1.Chr15	54150235	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	15	glyso.PI_562565.gnm1.Chr16	40509683	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	16	glyso.PI_562565.gnm1.Chr17	43452793	.	.	PRIMARY_NUCLEAR	PASS	0	0
257bdc8c02ae8e94	17	glyso.PI_562565.gnm1.Chr18	63830671	.	.	PRIMARY_NUCLEAR	PASS	1	30
257bdc8c02ae8e94	18	glyso.PI_562565.gnm1.Chr19	50944448	.	.	PRIMARY_NUCLEAR	PASS	1	31
257bdc8c02ae8e94	19	glyso.PI_562565.gnm1.Chr20	52115421	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	0	glyma.XuDouNo_1.gnm1.Chr01	58729836	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	1	glyma.XuDouNo_1.gnm1.Chr02	54935895	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	2	glyma.XuDouNo_1.gnm1.Chr03	48799111	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	3	glyma.XuDouNo_1.gnm1.Chr04	53638962	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	4	glyma.XuDouNo_1.gnm1.Chr05	44813665	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	5	glyma.XuDouNo_1.gnm1.Chr06	51834736	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	6	glyma.XuDouNo_1.gnm1.Chr07	47204807	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	7	glyma.XuDouNo_1.gnm1.Chr08	50099087	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	8	glyma.XuDouNo_1.gnm1.Chr09	51513536	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	9	glyma.XuDouNo_1.gnm1.Chr10	54783747	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	10	glyma.XuDouNo_1.gnm1.Chr11	41351540	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	11	glyma.XuDouNo_1.gnm1.Chr12	43035250	.	.	PRIMARY_NUCLEAR	PASS	0	0
26cafc21598b8a1f	12	glyma.XuDouNo_1.gnm1.Chr13	46769519	.	.	PRIMARY_NUCLEAR	PASS	0	0
