candidate_id	source_kind	source	relative_path	member_name	species	genus	material_key	orientation_group_id	near_duplicate_group_id	near_duplicate_group_size	assembly_evidence	assembly_tier	assembly_evidence_pending	official_assembly_level	official_assembly_report	assembly_accession	t2t_label	base_count	callable_bases	n_fraction	contig_count	n50	large_sequence_fraction	long_callable_fraction	strict_annotation_count	annotation_id	annotation_source	annotation_path	annotation_member_name	annotation_gene_count	hard_gate_pass	hard_gate_reasons	store_manifest_sha256	nonoverlap_windows_1024	nonoverlap_windows_8192	nonoverlap_windows_32768	nonoverlap_windows_65536	nonoverlap_windows_131072	nonoverlap_windows_262144	selection_status	store_set_sha256
0a5a35e474446d15	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM056.gnm1.JBKN/genome/medtr.HM056.gnm1.JBKN.genome_main.fna.gz	.	Medicago truncatula	Medicago	hm056	orientation-621e04a9d80fcb6c	near-0a5a35e474446d15	1	insufficient	0	True	UNVERIFIED	.	.	False	406705336	362886014	0.10774218610202842	3486	718332	0.0	0.0	1	c82f67446f75bbc9	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM056.gnm1.ann1.CHP6/gff3/medtr.HM056.gnm1.ann1.CHP6.gene_models_main.gff3.gz	.	65413	False	insufficient_chromosome_scale_evidence;n_fraction_above_limit	68ae8367603cf8072a4f72c547824de204873538fcf72b0c456b1e37a5045e32	326855	28813	2636	322	5	0	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0b4f69cb2f7e7490	file	legume_family_legumeinfo	legume_family/legumeinfo/Lupinus/albus/Amiga.gnm1.F4NR/genome/lupal.Amiga.gnm1.F4NR.genome_main.fna.gz	.	Lupinus albus	Lupinus	amiga	orientation-6c2ed7976c46cd22	near-0b4f69cb2f7e7490	2	structural_proxy	2	True	UNVERIFIED	.	.	False	451529898	449261657	0.005023456940607729	91	17349171	0.9609571080938698	0.9851665373704482	1	a7a8a9892686fab6	legume_family_legumeinfo	legume_family/legumeinfo/Lupinus/albus/Amiga.gnm1.ann1.3GKS/gff3/lupal.Amiga.gnm1.ann1.3GKS.gene_models_main.gff3.gz	.	38258	True	.	38720e47afa339bac11888354ccfbbfe70975b977e316a45ecc6fe5f748a0e59	438659	54769	13644	6784	3357	1645	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0d0ef55ae6b0667a	file	legume_family_ncbi	legume_family/ncbi/Phaseolus_coccineus/Pcoc_1/genome/GCA_037954025.1_Pcoc_1_genomic.fna.gz	.	Phaseolus coccineus	Phaseolus	pcoc1	orientation-dd0b00981d73e5dc	near-0d0ef55ae6b0667a	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Phaseolus_coccineus/Pcoc_1/assembly_report/GCA_037954025.1_Pcoc_1_assembly_report.txt	GCA_037954025.1	False	588672384	588662384	1.698737748159764e-05	235	52871251	0.9631612088669	0.9771441094833061	1	7fcdaefab3b9164b	legume_family_ncbi	legume_family/ncbi/Phaseolus_coccineus/Pcoc_1/gff3/GCA_037954025.1_Pcoc_1_genomic.gff.gz	.	31434	True	.	04dfd05fad14569537de1702a596ea4654ad2b946d7438165cb813a8d016b33e	574733	71730	17840	8855	4390	2176	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0d369ef4d174838f	file	legume_family_legumeinfo	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_main.fna.gz	.	Chamaecrista fasciculata	Chamaecrista	isc494698	orientation-418663b00e474669	near-0d369ef4d174838f	2	structural_proxy	2	True	UNVERIFIED	.	.	False	564372522	563472520	0.001594694930948463	17	71910870	0.994043622130845	0.9987347315535459	1	fc497a726f5f33fd	legume_family_legumeinfo	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.ann1.WXZF/gff3/chafa.ISC494698.gnm1_hap2.ann1.WXZF.gene_models_main.gff3.gz	.	28859	True	.	8d7df53a85730b11fd7e97026935c96daf2690ea540c52deb6efdf5868d4701d	550212	68733	17139	8541	4241	2093	REJECTED_ORIENTATION_ALTERNATIVE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0d4bbe911fa24fe9	file	legume_family_ncbi	legume_family/ncbi/Strongylodon_macrobotrys/ASM5281534v1/genome/GCA_052815345.1_ASM5281534v1_genomic.fna.gz	.	Strongylodon macrobotrys	Strongylodon	asm5281534v1	orientation-81751db8d008ccc0	near-0d4bbe911fa24fe9	1	complete_genome	4	False	Complete Genome	data/raw/legume_family/ncbi/Strongylodon_macrobotrys/ASM5281534v1/assembly_report/GCA_052815345.1_ASM5281534v1_assembly_report.txt	GCA_052815345.1	False	557645275	557645275	0.0	14	38949380	1.0	1.0	0	.	.	.	.	0	False	strict_annotation_count_0	6d67ffa7467afd79cbb5671fcefd2a1d0f2c952f344fb32712de9a419e7579e0	544568	68065	17012	8503	4249	2120	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0dad4b7c48918a2d	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM129.gnm1.9HG9/genome/medtr.HM129.gnm1.9HG9.genome_main.fna.gz	.	Medicago truncatula	Medicago	hm129	orientation-d650e0985524bdd7	near-0dad4b7c48918a2d	1	insufficient	0	True	UNVERIFIED	.	.	False	398468296	367537919	0.07762318184531299	3213	797681	0.0	0.0	1	844083468eaa9c3e	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM129.gnm1.ann1.7FTD/gff3/medtr.HM129.gnm1.ann1.7FTD.gene_models_main.gff3.gz	.	65416	False	insufficient_chromosome_scale_evidence	05317974043014254035478c77464882366fdd24f11970b8afeb9138f33ea40c	335698	31649	3763	675	34	0	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0dc34b669095c6fc	file	legume_family_ncbi	legume_family/ncbi/Stylosanthes_angustifolia/ASM4612593v1/genome/GCA_046125935.1_ASM4612593v1_genomic.fna.gz	.	Stylosanthes angustifolia	Stylosanthes	asm4612593v1	orientation-e3467a96050c90bf	near-0dc34b669095c6fc	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Stylosanthes_angustifolia/ASM4612593v1/assembly_report/GCA_046125935.1_ASM4612593v1_assembly_report.txt	GCA_046125935.1	False	645876253	645866653	1.4863528354556178e-05	71	64908894	0.9778018174016997	0.9875519691833354	0	.	.	.	.	0	False	strict_annotation_count_0	c625dfecaa928e113a84a81c1fa183e8020569960bbe9ad2ea68829336058d15	630649	78769	19629	9771	4847	2388	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0dd3c819f44b67d7	file	legumeinfo	legumeinfo/Wm82.gnm5.NRKG/genome/glyma.Wm82.gnm5.NRKG.genome_main.fna.gz	.	Glycine max	Glycine	wm82	orientation-73dbf4049d487c82	near-0dd3c819f44b67d7	15	structural_proxy	2	True	UNVERIFIED	.	.	False	1013741020	1013726774	1.4052898836036052e-05	22	51410279	0.9982912036054337	0.9993627858940224	1	263cc51d243ae156	legumeinfo	legumeinfo/Wm82.gnm5.ann1.J7HW/gff3/glyma.Wm82.gnm5.ann1.J7HW.gene_models_main.gff3.gz	.	58287	True	.	4afd95e63798ce9afda8a3308581971829d16dd4ce0a5e1b2827b4d4f4f93da0	989949	123729	30916	15447	7712	3848	REJECTED_MATERIAL_ALTERNATIVE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0de0accd36af9193	file	legumeinfo	legumeinfo/ZhangChunManCangJin.gnm1.FC4Q/genome/glyma.ZhangChunManCangJin.gnm1.FC4Q.genome_main.fna.gz	.	Glycine max	Glycine	zhangchunmancangjin	orientation-fccc9d0191afef34	near-0de0accd36af9193	1	structural_proxy	2	True	UNVERIFIED	.	.	False	997750542	996927137	0.000825261390837711	37	50673940	0.9994559501827863	0.9758176579759409	1	b0df98cde79ce47f	legumeinfo	legumeinfo/ZhangChunManCangJin.gnm1.ann1.7HPB/gff3/glyma.ZhangChunManCangJin.gnm1.ann1.7HPB.gene_models_main.gff3.gz	.	56573	True	.	d6fcd0f410b91ab92c68c55a6ca30dc63d3c7437b9c7ce1c2cc42f95c5f20d32	973314	121432	30166	14948	7417	3674	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
0df156cb56003e79	file	legume_family_ncbi	legume_family/ncbi/Glycine_max/WHFS_GmWF7_1.0/genome/GCA_014282035.1_WHFS_GmWF7_1.0_genomic.fna.gz	.	Glycine max	Glycine	whfsgmwf710	orientation-004cc5f97360f893	near-0df156cb56003e79	2	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Glycine_max/WHFS_GmWF7_1.0/assembly_report/GCA_014282035.1_WHFS_GmWF7_1.0_assembly_report.txt	GCA_014282035.1	False	996720390	995615471	0.0011085546268397297	334	50706830	0.9922666074885856	0.8454339777932197	1	e20821d7095ddb84	legume_family_ncbi	legume_family/ncbi/Glycine_max/WHFS_GmWF7_1.0/gff3/GCA_014282035.1_WHFS_GmWF7_1.0_genomic.gff.gz	.	46092	True	.	ec8477a8377a5d37edc1a2ce79a9b15d39a12656a8f9bd4fb99ab1fce8ab3ef8	970949	120253	29043	13894	6483	2916	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
109ae664faca4799	file	legume_family_legumeinfo	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_main.fna.gz	.	Chamaecrista fasciculata	Chamaecrista	isc494698	orientation-d8e2f7793c88ef82	near-109ae664faca4799	2	structural_proxy	2	True	UNVERIFIED	.	.	False	580459023	579599023	0.0014815860653784685	24	75709764	0.9957851460601724	0.9963168554202342	1	e0b91c2b04490519	legume_family_legumeinfo	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.ann1.G7XW/gff3/chafa.ISC494698.gnm1.ann1.G7XW.gene_models_main.gff3.gz	.	29074	True	.	95d3afa3ee0b27c946e3a44c0f95a4f34b0be5e794e0a4c1b3ad5a04a32e178e	565960	70696	17630	8788	4369	2162	REJECTED_ORIENTATION_ALTERNATIVE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
113fadf96eebfab1	file	legume_family_legumeinfo	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.2FZC/genome/cicre.Besev079.gnm1.2FZC.genome_main.fna.gz	.	Cicer reticulatum	Cicer	besev079	orientation-b3368c1a5e607294	near-113fadf96eebfab1	1	insufficient	0	True	UNVERIFIED	.	.	False	705925408	705903601	3.0891365791440675e-05	2290	64732023	0.7525446867043494	0.7941405939930883	1	67af1076cfcd5a31	legume_family_legumeinfo	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.ann1.F01Z/gff3/cicre.Besev079.gnm1.ann1.F01Z.gene_models_main.gff3.gz	.	36656	False	insufficient_chromosome_scale_evidence	57f2905375e4ffbf7c0c72c9042df102306d770fec67dde32242eefaf392c1b5	688090	84906	20236	9539	4428	2030	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
114a4714c62f84aa	file	legume_family_ncbi	legume_family/ncbi/Dalbergia_cochinchinensis/Dacoc_1.2/genome/GCA_030827025.1_Dacoc_1.2_genomic.fna.gz	.	Dalbergia cochinchinensis	Dalbergia	dacoc12	orientation-c0ef34b6ae2af513	near-114a4714c62f84aa	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Dalbergia_cochinchinensis/Dacoc_1.2/assembly_report/GCA_030827025.1_Dacoc_1.2_assembly_report.txt	GCA_030827025.1	False	620942577	620942577	0.0	508	59971594	0.9829159484420409	0.9879651609073024	0	.	.	.	.	0	False	strict_annotation_count_0	2fefd35bce8f85d9a75548fcdc03754cfcf827a2db78d00bb8d4e3a2861df1b2	606138	75551	18819	9388	4677	2334	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
11b5b397b75578bb	file	legume_family_legumeinfo	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.QPGB/genome/lotja.MG20.gnm3.QPGB.genome_main.fna.gz	.	Lotus japonicus	Lotus	mg20	orientation-41b458418233b3d4	near-11b5b397b75578bb	1	structural_proxy	2	True	UNVERIFIED	.	.	False	447416816	394449829	0.11838398805287641	9	62285374	0.998812337889419	0.0860549339977024	1	c6a1120caa4b9728	legume_family_legumeinfo	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.ann1.WF9B/gff3/lotja.MG20.gnm3.ann1.WF9B.gene_models_main.gff3.gz	.	39734	False	n_fraction_above_limit	5b0e4186f0fd4cf480604ea3ebd031c284082f2cc5d7a16dd719537135ace3d9	362988	32251	4612	1769	493	102	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
13c241bd7fddb5df	file	legume_family_ncbi	legume_family/ncbi/Pueraria_montana_var._thomsonii/ASM3704321v1/genome/GCA_037043215.1_ASM3704321v1_genomic.fna.gz	.	Pueraria montana var. thomsonii	Pueraria	asm3704321v1	orientation-eb6b7e3e857b67fa	near-13c241bd7fddb5df	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Pueraria_montana_var._thomsonii/ASM3704321v1/assembly_report/GCA_037043215.1_ASM3704321v1_assembly_report.txt	GCA_037043215.1	False	1386382709	1385906495	0.0003434938973982833	281	130661842	0.9914628464974602	0.7129915521465249	0	.	.	.	.	0	False	strict_annotation_count_0	f3d0235ddce505a069b65c63b99a25abcda42cbb8b91ebf24a4554385d727791	1350820	166586	39715	18571	8129	3214	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
152a73331c68496b	file	legume_family_legumeinfo	legume_family/legumeinfo/Phaseolus/acutifolius/W6_15578.gnm2.L2V4/genome/phaac.W6_15578.gnm2.L2V4.genome_main.fna.gz	.	Phaseolus acutifolius	Phaseolus	w615578	orientation-dd239422d46dcafb	near-152a73331c68496b	1	insufficient	0	True	UNVERIFIED	.	.	False	661870301	650815974	0.016701651340600036	609	42618413	0.7052296700649211	0.058452291461426234	1	12432f850cd6f10c	legume_family_legumeinfo	legume_family/legumeinfo/Phaseolus/acutifolius/W6_15578.gnm2.ann1.LVZ1/gff3/phaac.W6_15578.gnm2.ann1.LVZ1.gene_models_main.gff3.gz	.	27095	False	insufficient_chromosome_scale_evidence	f76703e471f5fe8d4a8c877ec17906be327aa3a3fa358131ff5a59fd10814a2a	620781	66669	10233	2937	651	117	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
155d14055ff0f670	file	legume_family_ncbi	legume_family/ncbi/Medicago_sativa/ASM4841796v1/genome/GCA_048417965.1_ASM4841796v1_genomic.fna.gz	.	Medicago sativa	Medicago	asm4841796v1	orientation-e7f6fc1719f478cb	near-155d14055ff0f670	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Medicago_sativa/ASM4841796v1/assembly_report/GCA_048417965.1_ASM4841796v1_assembly_report.txt	GCA_048417965.1	False	805628336	805504836	0.00015329649477473196	32	103061826	0.9778022877288666	0.9422244648075583	0	.	.	.	.	0	False	strict_annotation_count_0	ba652695b796adb29a11923220264dc09822a6d0bd037ee8ded743d0accf5541	785978	97672	23945	11622	5571	2570	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
16beef999dd1be0e	file	legume_family_ncbi	legume_family/ncbi/Vigna_umbellata/FF25_Vum_1/genome/GCA_025174585.1_FF25_Vum_1_genomic.fna.gz	.	Vigna umbellata	Vigna	ff25vum1	orientation-ae73383c4d47979c	near-16beef999dd1be0e	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Vigna_umbellata/FF25_Vum_1/assembly_report/GCA_025174585.1_FF25_Vum_1_assembly_report.txt	GCA_025174585.1	False	475513050	475469550	9.148013918860901e-05	257	40359536	0.9782894938424929	0.9835215924973534	0	.	.	.	.	0	False	strict_annotation_count_0	170f8560d4fed84f3c12ee88959f40f173651448aa161397831fd4c9659073d2	464159	57878	14309	7117	3542	1753	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
171869ade9f5b76e	file	legumeinfo	legumeinfo/Jinyuan_IGA1006.gnm1.LXM0/genome/glyma.Jinyuan_IGA1006.gnm1.LXM0.genome_main.fna.gz	.	Glycine max	Glycine	jinyuaniga1006	orientation-7ca16ebb18b4ca2f	near-171869ade9f5b76e	2	structural_proxy	2	True	UNVERIFIED	.	.	False	995708058	995184577	0.0005257374345764308	332	50575050	0.9899826681928892	0.9326623225994789	1	3fd782ddb09c5d78	legumeinfo	legumeinfo/Jinyuan_IGA1006.gnm1.ann1.2NNX/gff3/glyma.Jinyuan_IGA1006.gnm1.ann1.2NNX.gene_models_main.gff3.gz	.	58392	True	.	eaf4269312b01c101364a30c96960afd8f0087b8e9bd3355627fe40b2b271ac2	971137	120785	29664	14506	6998	3316	REJECTED_ORIENTATION_ALTERNATIVE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
17884d0a84029a68	file	legume_family_legumeinfo	legume_family/legumeinfo/Vicia/faba/Hedin2.gnm1.06GS/genome/vicfa.Hedin2.gnm1.06GS.genome_main.fna.gz	.	Vicia faba	Vicia	hedin2	orientation-caf7620f8bc93de9	near-17884d0a84029a68	3	structural_proxy	2	True	UNVERIFIED	.	.	False	11914536184	11914016784	4.359380776378865e-05	3986	1637815978	0.945606773525075	0.9756011611138251	1	fe3610bbb23707e3	legume_family_legumeinfo	legume_family/legumeinfo/Vicia/faba/Hedin2.gnm1.ann1.PTNK/gff3/vicfa.Hedin2.gnm1.ann1.PTNK.gene_models_main.gff3.gz	.	34403	True	.	dfd06db5235555d2a0b9b4d0ebbd9b8a119f1398a2a0e2ccb4bdcdfae2775f4f	11630152	1449758	359041	177150	86495	41374	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
