candidate_id	sequence_name	start_0based	end_0based_exclusive	length	sources	status
8d0c2b4f173cd9e7	cerch.GXIB.gnm1.Chr5	1253760	1253790	30	univec	MASK
8f9a4aa16c3e8be0	glyma.UA4805.gnm3.chr18	8418838	8418868	30	univec	MASK
8f9a4aa16c3e8be0	glyma.UA4805.gnm3.chr18	57721242	57721272	30	univec	MASK
8f9a4aa16c3e8be0	glyma.UA4805.gnm3.chr19	47404528	47404559	31	univec	MASK
91a6c657f1069f3c	phaac.Frijol_Bayo.gnm1.Chr09	21154970	21155000	30	univec	MASK
96468b4838f74d0d	glyma.Enrei.gnm3.chr14	29451386	29451420	34	univec	MASK
96468b4838f74d0d	glyma.Enrei.gnm3.chr18	57096392	57096422	30	univec	MASK
96468b4838f74d0d	glyma.Enrei.gnm3.chr19	46424187	46424218	31	univec	MASK
98cf7f6c3f3626e4	glyma.Zh13_IGA1005.gnm1.chr14	29400287	29400321	34	univec	MASK
98cf7f6c3f3626e4	glyma.Zh13_IGA1005.gnm1.chr18	7846536	7846566	30	univec	MASK
98cf7f6c3f3626e4	glyma.Zh13_IGA1005.gnm1.chr18	55837631	55837661	30	univec	MASK
98cf7f6c3f3626e4	glyma.Zh13_IGA1005.gnm1.chr19	46492686	46492717	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	23726	23770	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	4331099	4331146	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	5963397	5963437	40	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	6422025	6422067	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	9041284	9041335	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	9046272	9046322	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	23198439	23198487	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	31128743	31128793	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	33312832	33312868	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	34643182	34643231	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	35686168	35686213	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	35838056	35838093	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	41794499	41794546	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	46522793	46522826	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	50845135	50845177	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	68805039	68805085	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	78501879	78501919	40	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	80928079	80928114	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	89149565	89149614	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	90263552	90263591	39	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	95018471	95018503	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	95018685	95018732	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	97393159	97393201	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	100068354	100068398	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	122956877	122956925	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	124745617	124745669	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	131617803	131617856	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	139782132	139782179	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	146824247	146824298	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	148841794	148841841	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	149032561	149032591	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	154134970	154135011	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	160764098	160764147	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	166909489	166909534	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	172829420	172829469	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	173352484	173352524	40	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	173600680	173600731	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	173693334	173693367	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	183491995	183492042	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	189678592	189678633	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	191808701	191808749	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	193138507	193138548	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	196610722	196610764	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	197884877	197884914	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	204114364	204114409	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	205678997	205679050	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	210399762	210399803	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	213876435	213876465	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	225058343	225058375	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	228146648	228146700	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	228147961	228148004	43	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	228149507	228149560	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	245359675	245359708	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	245439052	245439101	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	250761202	250761251	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	254413853	254413904	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	260150409	260150461	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	266378569	266378620	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	266384104	266384151	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	266399267	266399321	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	266685332	266685375	43	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	269788216	269788265	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	274574688	274574727	39	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	281569138	281569182	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	282277833	282277878	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	282316552	282316586	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	286369507	286369541	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	286729891	286729945	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	289387707	289387749	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	295967921	295967952	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	307678473	307678504	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	310534682	310534732	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	321552446	321552493	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	330959236	330959287	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	330965160	330965206	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	331804127	331804178	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	338316529	338316581	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	340339140	340339193	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	340391810	340391858	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	343453422	343453471	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	355121270	355121312	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	355650187	355650228	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	355851680	355851721	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	356225780	356225830	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	356520967	356521013	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	357318504	357318549	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	360994166	360994215	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	360994404	360994445	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	361687964	361688015	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	362628257	362628305	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	369102493	369102527	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	378717225	378717260	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	390358031	390358068	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	395034931	395034964	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	396938019	396938056	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	403067048	403067080	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	405270901	405270953	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	405309682	405309719	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	417042468	417042519	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	418821573	418821625	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	419408732	419408777	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	425612762	425612800	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	426539945	426539996	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	428167000	428167048	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	428384874	428384915	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	430702239	430702290	51	univec	MASK
