candidate_id	source_kind	source	relative_path	member_name	material_key	material	assembly_label	genome_role	genus	species	taxon_source	status	payload_size_bytes	container_size_bytes	sequence_count	total_symbols	acgt_count	n_count	gc_count	lowercase_count	ambiguous_iupac_count	invalid_symbol_count	duplicate_header_count	empty_sequence_count	min_sequence_length	max_sequence_length	n50	container_sha256	payload_sha256	sequence_sha256	exact_group_id	exact_group_size	exact_representative	error_type	error
600ebe0768f2875e	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/duranensis/K30060.gnm1.W9B1/genome/aradu.K30060.gnm1.W9B1.genome_main.fna.gz		k30060	k30060	K30060.gnm1.W9B1	main	Arachis	Arachis duranensis	assembly_path	PASS	283779025	283779025	122	1099865669	1099859369	6300	395112806	6300	0	0	0	0	9392	142130633	114339463	7c86503f7a9767e17aa0d683e47e66e320527183e185ee415b745237d2066072	7c86503f7a9767e17aa0d683e47e66e320527183e185ee415b745237d2066072	8e9b2f48ac13137b986448c08520d4f042988cf750e136cd5756a83155d5c387	exact-8e9b2f48ac13137b	2	True		.
4b7148124b1f98f1	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz		k30065	k30065	K30065.gnm1.M24N	main	Arachis	Arachis duranensis	assembly_path	PASS	319256144	319256144	116	1106325876	1106084184	241692	399475051	0	0	0	0	0	3588	144616624	115523635	8e2e188a5d813a477a61b988d7f132b995decca466cbdaefb52f7a471a078208	8e2e188a5d813a477a61b988d7f132b995decca466cbdaefb52f7a471a078208	4daf1bb470425eaa7d26f8a913cac4d7513f8881500fef496ce013025f65338a	exact-4daf1bb470425eaa	2	True		.
17aa980862a428b6	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.SWBf/genome/aradu.V14167.gnm1.SWBf.genome_main.fna.gz		v14167	v14167	V14167.gnm1.SWBf	main	Arachis	Arachis duranensis	assembly_path	PASS	258571311	258571311	1507	1084261490	940016770	144244720	336625420	16830000	0	0	0	0	4014	135057546	110037037	f2fc0f8f60e14e212d8383375bc2328f37f5e14c6917fd949529827a6c230260	f2fc0f8f60e14e212d8383375bc2328f37f5e14c6917fd949529827a6c230260	99ff6eaa2a444375dc9c54242514b6a532293937612932ea11e04b0afc66a046	exact-99ff6eaa2a444375	2	True		.
9fd356999459cb1e	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm2.J7QH/genome/aradu.V14167.gnm2.J7QH.genome_main.fna.gz		v14167	v14167	V14167.gnm2.J7QH	main	Arachis	Arachis duranensis	assembly_path	PASS	288574546	288574546	1580	1081788009	951705176	130082833	340719572	0	0	0	0	0	10003	135323197	108052799	d157c5198b314a0869d207ff2084cf17d6d3704e821ae6192322acd1df82f1cd	d157c5198b314a0869d207ff2084cf17d6d3704e821ae6192322acd1df82f1cd	ab36830fd36acd54a63828bf3c53ef65ad1e9266a9e604d9957c6be564afc2bc	exact-ab36830fd36acd54	1	True		.
b3fb81d3f6b365ee	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.1JTF/genome/arahy.BaileyII.gnm1.1JTF.genome_main.fna.gz		baileyii	baileyii	BaileyII.gnm1.1JTF	main	Arachis	Arachis hypogaea	assembly_path	PASS	667672203	667672203	426	2555804451	2550126081	5678370	927572596	0	0	0	0	0	1235	159563345	136833719	88eface32be91ca64411b1fc621cfe0235a4fb59aa0a0f6a06671d27ac203b14	88eface32be91ca64411b1fc621cfe0235a4fb59aa0a0f6a06671d27ac203b14	40eb1821f1f2a7928d8d4ccc1d47814898a1d44913c53d04b5cd3e1c85e25894	exact-40eb1821f1f2a792	2	True		.
d36e222da4e0cfc3	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.2559/genome/arahy.C76-16.gnm1.2559.genome_main.fna.gz		c7616	c7616	C76-16.gnm1.2559	main	Arachis	Arachis hypogaea	assembly_path	PASS	719429843	719429843	20	2538024381	2538024381	0	917025806	0	0	0	0	0	59956038	160063457	137451085	9d251c28c10d57124b506dbe41fc76adf7499d0b40074ea908ca806c16de0058	9d251c28c10d57124b506dbe41fc76adf7499d0b40074ea908ca806c16de0058	580f4eb2f77114b34cf8107467dd7a0911cd4609202745b31163cf0d678fcd0d	exact-580f4eb2f77114b3	1	True		.
1e03257b23978be3	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/F07.gnm1.96DS/genome/arahy.F07.gnm1.96DS.genome_main.fna.gz		f07	f07	F07.gnm1.96DS	main	Arachis	Arachis hypogaea	assembly_path	PASS	719541171	719541171	20	2490769742	2490574242	195500	904804019	0	0	0	0	0	50711500	159208059	133850057	222a6a7c14b4021437fe2fd970d66d2a9d243919b7bb8525d7550ecf0e09d89e	222a6a7c14b4021437fe2fd970d66d2a9d243919b7bb8525d7550ecf0e09d89e	98f743b528ce88e074d205e5b0743c83243f639e88a7a70ca38860f9b93977bf	exact-98f743b528ce88e0	1	True		.
6f7311d80af7f768	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Fuhuasheng.gnm1.XX5Y/genome/arahy.Fuhuasheng.gnm1.XX5Y.genome_main.fna.gz		fuhuasheng	fuhuasheng	Fuhuasheng.gnm1.XX5Y	main	Arachis	Arachis hypogaea	assembly_path	PASS	651068267	651068267	20	2508659386	2483343588	25315798	902604109	0	0	0	0	0	50462636	168161321	137243429	e327fc0ba7734f77e9637bb305457f838d7f210c3290788234dd36fa5929b447	e327fc0ba7734f77e9637bb305457f838d7f210c3290788234dd36fa5929b447	880b488c994b4a9561914e78b4e9a1dd6db056a91321e5f38c0fbd6671ff0d7f	exact-880b488c994b4a95	1	True		.
73e72487f230e42a	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.MN6K/genome/arahy.ICG1471.gnm1.MN6K.genome_main.fna.gz		icg1471	icg1471	ICG1471.gnm1.MN6K	main	Arachis	Arachis hypogaea	assembly_path	PASS	697012308	697012308	20	2409195862	2408726862	469000	877964978	0	0	0	0	0	51360577	158387800	125334546	4ed9a0c58e6d0ea95e8d0fd571253367047e0fed2f498a59b41c134404126340	4ed9a0c58e6d0ea95e8d0fd571253367047e0fed2f498a59b41c134404126340	9c2ce31c692c58758cdb49c811c8aec59f7b3dcfa1b68f6c00c694be18c305c0	exact-9c2ce31c692c5875	1	True		.
e28edcc0918cbe54	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Shitouqi.gnm1.L4VP/genome/arahy.Shitouqi.gnm1.L4VP.genome_main.fna.gz		shitouqi	shitouqi	Shitouqi.gnm1.L4VP	main	Arachis	Arachis hypogaea	assembly_path	PASS	747684589	747684589	21	2539163406	2538408906	754500	927596900	8860531	0	0	0	0	32449950	159154999	135085854	f4177d482df41ef65e73b179f1cef034c8001934c1c1105f80d21d2983f09b4a	f4177d482df41ef65e73b179f1cef034c8001934c1c1105f80d21d2983f09b4a	9476ce3b6b8462bd23af0e85358ca102f61fc5764601ad312fac4895d45188f7	exact-9476ce3b6b8462bd	1	True		.
bf8095e2d8c1826f	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_main.fna.gz		tifrunner	tifrunner	Tifrunner.gnm1.KYV3	main	Arachis	Arachis hypogaea	assembly_path	PASS	674659881	674659881	384	2556916893	2553021534	3895359	927407126	0	0	0	0	0	1000	160879708	135150084	27b46e06f769d45da467cdec1580ff61ecd96212908710a9660569f3d53f29ac	27b46e06f769d45da467cdec1580ff61ecd96212908710a9660569f3d53f29ac	e6d84c7fb735440d783b85c812b286b7b6095b8cef0746b3c10dfeaa3e162cbe	exact-e6d84c7fb735440d	1	True		.
1815273b5e4ad094	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_softmasked.fna.gz		tifrunner	tifrunner	Tifrunner.gnm1.KYV3	softmasked	Arachis	Arachis hypogaea	assembly_path	PASS	163387295	163387295	5	546446799	545522778	924021	196891692	394138903	0	0	0	0	58429534	143813506	112420854	884f22a89794338dcbed83274e2f99bd42ca7716ccfc4b91d6452fbbd048609e	884f22a89794338dcbed83274e2f99bd42ca7716ccfc4b91d6452fbbd048609e	932619ec0019389185b75a0ea32265d969adaac8d584a697fe9a8d1d7d0abc67	exact-932619ec00193891	1	True		.
419770e1892b655a	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_main.fna.gz		tifrunner	tifrunner	Tifrunner.gnm2.J5K5	main	Arachis	Arachis hypogaea	assembly_path	PASS	656861401	656861401	442	2557413415	2553632056	3781359	927631523	0	0	0	0	0	318	160028458	135027066	d6da12699b76ede36ef5fc4d5b1cb25c72fc57014d66a06f608b4653ac5ea344	d6da12699b76ede36ef5fc4d5b1cb25c72fc57014d66a06f608b4653ac5ea344	103c4c4099af62e55ccea65500bbf9b9aba23b44e3f30d49a8da66c6138560a1	exact-103c4c4099af62e5	2	True		.
cd4924a919164c82	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_softmasked.fna.gz		tifrunner	tifrunner	Tifrunner.gnm2.J5K5	softmasked	Arachis	Arachis hypogaea	assembly_path	PASS	740850235	740850235	442	2557413415	2553632056	3781359	927631523	1561074169	0	0	0	0	318	160028458	135027066	4bd9c0b1350fcdf899b5a8f495941e31da14ff31dc65d37de9aff015b5c33520	4bd9c0b1350fcdf899b5a8f495941e31da14ff31dc65d37de9aff015b5c33520	103c4c4099af62e55ccea65500bbf9b9aba23b44e3f30d49a8da66c6138560a1	exact-103c4c4099af62e5	2	False		.
b2d6d16f011f3228	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm1.bXJ8/genome/araip.K30076.gnm1.bXJ8.genome_main.fna.gz		k30076	k30076	K30076.gnm1.bXJ8	main	Arachis	Arachis ipaensis	assembly_path	PASS	341322985	341322985	552	1353826449	1257048228	96778221	463178399	4491924	0	0	0	0	10021	149900536	136175642	464e31cb00a77bb60552ba2d69b422089c85df5757e8fbcaa82227514540801e	464e31cb00a77bb60552ba2d69b422089c85df5757e8fbcaa82227514540801e	dd203b77f51eaad161165566ceb4d65f179edee62d1eda9ccc4a458e892dc13a	exact-dd203b77f51eaad1	1	True		.
ae7da8fd92c7be8d	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm2.1GWY/genome/araip.K30076.gnm2.1GWY.genome_main.fna.gz		k30076	k30076	K30076.gnm2.1GWY	main	Arachis	Arachis ipaensis	assembly_path	PASS	428186550	428186550	10	1438654719	1436564019	2090700	525419956	16847140	0	0	0	0	120408871	160787911	146950455	455f527ba706917a2b25aa864b493b682e835b4b976cda8509ac3029908b4db1	455f527ba706917a2b25aa864b493b682e835b4b976cda8509ac3029908b4db1	873ccabb7e4ffead9a9df07d9abbd486633dcff382d5113abbe2b2a0d83ddcc6	exact-873ccabb7e4ffead	2	True		.
751847692850cd02	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.PFL2/genome/arast.V10309.gnm1.PFL2.genome_main.fna.gz		v10309	v10309	V10309.gnm1.PFL2	main	Arachis	Arachis stenosperma	assembly_path	PASS	358968328	358968328	30	1328990366	1242277382	86712984	456893915	736428087	0	0	0	0	117724	172684688	141817970	e0c0d5cbb6efccac54ade465c6f0adfee2a7e5bb396845cbc71237dfe27fcdd6	e0c0d5cbb6efccac54ade465c6f0adfee2a7e5bb396845cbc71237dfe27fcdd6	3a58f868e2ef18ac4d11fce43d001d0eb2ac7c4e2b00843b64dbb2ae94ee8ec8	exact-3a58f868e2ef18ac	2	True		.
69e6987cb4e1b416	file	legume_family_legumeinfo	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm1.SBGP/genome/cajca.ICPL87119.gnm1.SBGP.genome_main.fna.gz		icpl87119	icpl87119	ICPL87119.gnm1.SBGP	main	Cajanus	Cajanus cajan	assembly_path	PASS	156778185	156778185	137542	605780537	571343352	34437185	187526009	0	0	0	0	0	100	48970052	516056	31559c100df17bc03881d0f3bfefdc7fdf9daf605ed1009e1916a566a96c3415	31559c100df17bc03881d0f3bfefdc7fdf9daf605ed1009e1916a566a96c3415	0e74b3887872d6a111111ea3c02b4deeeb3c352295e5eaa58503fe2fbf16bfac	exact-0e74b3887872d6a1	1	True		.
a427b3f85dfe3573	file	legume_family_legumeinfo	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.KL9M/genome/cajca.ICPL87119.gnm2.KL9M.genome_main.fna.gz		icpl87119	icpl87119	ICPL87119.gnm2.KL9M	main	Cajanus	Cajanus cajan	assembly_path	PASS	181329469	181329469	35727	594802861	558535405	36267456	183167224	277947936	0	0	0	0	131	62816551	53895704	b1b321b9e932b1541147b988a0dd2733cc9328d93a3af384661a9e40a388fc69	b1b321b9e932b1541147b988a0dd2733cc9328d93a3af384661a9e40a388fc69	334b3c59a3ec30d3e8950301c3a0f601956b98dee7bfb6b5f49c684efba15931	exact-334b3c59a3ec30d3	1	True		.
8141be66769a230c	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_hardmasked.fna.gz		isc453364	isc453364	ISC453364.gnm3.GWXB	generic_genome	Cercis	Cercis canadensis	assembly_path	PASS	57871781	57871781	43	342014377	204520689	137493688	72591223	0	0	0	0	0	26148	57468748	48286772	533c8572abb735b9edecd64101a65946142f35a67a9facf26b0d5b1db298decf	533c8572abb735b9edecd64101a65946142f35a67a9facf26b0d5b1db298decf	5f271263278c6bcee7a0e5d8ccc0030b7041e8203c51a89b33cb6efc3f7f1d5a	exact-5f271263278c6bce	1	True		.
f6398ce580d52503	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_main.fna.gz		isc453364	isc453364	ISC453364.gnm3.GWXB	main	Cercis	Cercis canadensis	assembly_path	PASS	82876168	82876168	43	342014377	341884377	130000	124138649	0	0	0	0	0	26148	57468748	48286772	b6b0c899bf98d4f2b74b6e29047ddb45c8e80c8d3cf9d28f13c3703dc0194d4c	b6b0c899bf98d4f2b74b6e29047ddb45c8e80c8d3cf9d28f13c3703dc0194d4c	0c3ecef564a8fde13112a9410914a4ee8216aed28f7436fe3fdfb362b18b1449	exact-0c3ecef564a8fde1	1	True		.
59c41dffc41a6f25	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_softmasked.fna.gz		isc453364	isc453364	ISC453364.gnm3.GWXB	softmasked	Cercis	Cercis canadensis	assembly_path	PASS	94893759	94893759	43	342014377	341884377	130000	124138649	137363688	0	0	0	0	26148	57468748	48286772	b82b052e6b047a42f1ae126668412e39976622c8d618628749d1c0b303bd21c0	b82b052e6b047a42f1ae126668412e39976622c8d618628749d1c0b303bd21c0	235dd2f6f6a05d2a027fae3ed11e4e91d27878779e5c47e0c15af36b92efd625	exact-235dd2f6f6a05d2a	1	True		.
13761c0ed653e2af	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3_hap2.B489.genome.fna.gz		isc453364	isc453364	ISC453364.gnm3.GWXB	generic_genome	Cercis	Cercis canadensis	assembly_path	PASS	83565157	83565157	7	315499427	315369427	130000	112732527	0	0	0	0	0	38692999	56592455	43568431	149c053e9f0c5dff00acbafdfd682699553f7ee3331a4b4f7b3df27161dffe65	149c053e9f0c5dff00acbafdfd682699553f7ee3331a4b4f7b3df27161dffe65	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact-ad382abf3c2f3260	3	False		.
f2377d54902d393d	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_hardmasked.fna.gz		isc453364	isc453364	ISC453364.gnm3_hap2.2S7P	generic_genome	Cercis	Cercis canadensis	assembly_path	PASS	54022895	54022895	7	315499427	197801221	117698206	69532118	0	0	0	0	0	38692999	56592455	43568431	c087365370872de74d2ff18976521fa182c8f2ef9d8c0a111d1b82a3b015a6c3	c087365370872de74d2ff18976521fa182c8f2ef9d8c0a111d1b82a3b015a6c3	fa715a22fd866b5c0d59bbfbd3bbc682e23f6b79964e84acedabb45ace661e7b	exact-fa715a22fd866b5c	1	True		.
cd293da5f52f8dca	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_main.fna.gz		isc453364	isc453364	ISC453364.gnm3_hap2.2S7P	main	Cercis	Cercis canadensis	assembly_path	PASS	77629637	77629637	7	315499427	315369427	130000	112732527	0	0	0	0	0	38692999	56592455	43568431	369f1efe5f6182c2e035f6c7a51af6aecc926e081a85683518e64f8fe31f9838	369f1efe5f6182c2e035f6c7a51af6aecc926e081a85683518e64f8fe31f9838	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact-ad382abf3c2f3260	3	True		.
797d4a616d2aa4cb	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_softmasked.fna.gz		isc453364	isc453364	ISC453364.gnm3_hap2.2S7P	softmasked	Cercis	Cercis canadensis	assembly_path	PASS	86119157	86119157	7	315499427	315369427	130000	112732527	117568206	0	0	0	0	38692999	56592455	43568431	269cee846d747d2ba491c9553de128dad25209905e7ba30508d2901ab721793e	269cee846d747d2ba491c9553de128dad25209905e7ba30508d2901ab721793e	ad382abf3c2f3260adfd14f34ef55dea3f7b3c42ee08b5b03edc8ef02cd607bb	exact-ad382abf3c2f3260	3	False		.
8d0c2b4f173cd9e7	file	legume_family_legumeinfo	legume_family/legumeinfo/Cercis/chinensis/GXIB.gnm1.5DZH/genome/cerch.GXIB.gnm1.5DZH.genome_main.fna.gz		gxib	gxib	GXIB.gnm1.5DZH	main	Cercis	Cercis chinensis	assembly_path	PASS	81837736	81837736	67	352840832	352839432	1400	130357978	0	0	0	0	0	15707	52527084	47428482	fc8c7f6081b7627b9f826d4baccb1cb1ef6e0b7cba172c3d84d445bbd7e2879f	fc8c7f6081b7627b9f826d4baccb1cb1ef6e0b7cba172c3d84d445bbd7e2879f	1678c6002a6b1027ba94673807b496b14933ee3b0c5eec0e625bf90b63b4e0fa	exact-1678c6002a6b1027	1	True		.
4e8b4aaab12f64b8	file	legume_family_legumeinfo	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_hardmasked.fna.gz		isc494698	isc494698	ISC494698.gnm1.8Q19	generic_genome	Chamaecrista	Chamaecrista fasciculata	assembly_path	PASS	70752916	70752916	24	580459023	231155462	349303561	78344479	0	0	0	0	0	54959	88768436	75709764	66220f93ae259527128d2d56f2b568ceaa5125e6ebac792ee53026cdff809311	66220f93ae259527128d2d56f2b568ceaa5125e6ebac792ee53026cdff809311	0c5a13d0da4e2d8d3fe89a14da2f14d4679bb7c66d2f9bbfaaa3427a6c080452	exact-0c5a13d0da4e2d8d	1	True		.
